word,definition
"ageratum","rhizomatous plant of central and southeastern United States and West Indies having large showy heads of clear blue flowers"
"ammobium","any plant of the genus Ammobium having yellow flowers and silvery foliage"
"andryala","any plant of the genus Andryala having milky sap and heads of bright yellow flowers"
"achillea","any of several plants of the genus Achillea native to Europe and having small white flowers in flat-topped flower heads"
"agueweed","perennial herb of southeastern United States having white-rayed flower heads"
"agueweed","gentian of eastern North America having clusters of bristly blue flowers"
"angrecum","any of various spectacular orchids of the genus Angraecum having dark green leathery leaves and usually nocturnally scented white or ivory flowers"
"arethusa","any of several bog orchids of the genus Arethusa having 1 or 2 showy flowers"
"abelmosk","bushy herb of tropical Asia grown for its yellow or pink to scarlet blooms that resemble the hibiscus"
"andelmin","any of several tropical American trees of the genus Andira"
"agrimony","a plant of the genus Agrimonia having spikelike clusters of small yellow flowers"
"alumroot","any of several herbs of the genus Heuchera"
"acanthus","any plant of the genus Acanthus having large spiny leaves and spikes or white or purplish flowers"
"appanage","a grant (by a sovereign or a legislative body) of resources to maintain a dependent member of a ruling family"
"appanage","any customary and rightful perquisite appropriate to your station in life"
"agiotage","a fee charged for exchanging currencies"
"amitosis","the direct method of cell division characterized by simple division of the nucleus without formation of chromosomes"
"anaphase","the stage of meiosis or mitosis when chromosomes move toward opposite ends of the nuclear spindle"
"apomixis","any of several kinds of reproduction without fertilization"
"autotypy","process for producing permanent prints in a carbon pigment"
"anthesis","the time and process of budding and unfolding of blossoms"
"adaption","the process of adapting to something (such as environmental conditions)"
"agenesis","imperfect development"
"agenesia","imperfect development"
"angstrom","a metric unit of length equal to one ten billionth of a meter"
"abampere","a unit of current equal to 10 amperes"
"aliquant","an integer that is not an exact divisor of some quantity"
"antonymy","the semantic relation that holds between two words that can (in a given context) express opposite meanings"
"agnation","line of descent traced through the paternal side of the family"
"antipode","direct opposite"
"awayness","the state of being elsewhere than in particular place"
"astigmia","(optics) defect in an optical system in which light rays from a single point fail to converge in a single focal point"
"astigmia","(ophthalmology) impaired eyesight resulting usually from irregular conformation of the cornea"
"acephaly","absence of the head (as in the development of some monsters)"
"acidosis","abnormally high acidity (excess hydrogen-ion concentration) of the blood and other body tissues"
"acidemia","a blood disorder characterized by an increased concentration of hydrogen ions in the blood (which falls below 7 on the pH scale)"
"anorchia","absence of one of both testes"
"asynergy","absence of coordination of organs or body parts that usually work together harmoniously"
"asystole","absence of systole"
"abeyance","temporary cessation or suspension"
"asphyxia","a condition in which insufficient or no oxygen and carbon dioxide are exchanged on a ventilatory basis"
"autonomy","immunity from arbitrary exercise of authority: political independence"
"autonomy","personal independence"
"apoplexy","a sudden loss of consciousness resulting when the rupture or occlusion of a blood vessel leads to oxygen lack in the brain"
"adenosis","a disorder of the glands of the body"
"akinesis","motionlessness attributable to a temporary paralysis"
"akinesia","motionlessness attributable to a temporary paralysis"
"anuresis","inability to urinate"
"anorexia","a prolonged disorder of eating due to loss of appetite"
"agraphia","a loss of the ability to write or to express thoughts in writing because of a brain lesion"
"aneurysm","a cardiovascular disease characterized by a saclike widening of an artery resulting from weakening of the artery wall"
"aneurism","a cardiovascular disease characterized by a saclike widening of an artery resulting from weakening of the artery wall"
"albinism","the congenital absence of pigmentation in the eyes and skin and hair"
"alastrim","a mild form of smallpox caused by a less virulent form of the virus"
"adactyly","congenital absence of fingers and/or toes"
"algidity","prostration characterized by cold and clammy skin and low blood pressure"
"azotemia","accumulation in the blood of nitrogenous waste products (urea) that are usually excreted in the urine"
"azoturia","excess of urea in the urine"
"angiitis","inflammation of a blood vessel or lymph duct"
"aortitis","inflammation of the aorta"
"adenitis","inflammation of a gland or lymph node"
"anasarca","generalized edema with accumulation of serum in subcutaneous connective tissue"
"abrachia","the condition of having no arms"
"alopecia","loss of hair (especially on the head) or loss of wool or feathers"
"anoxemia","abnormally low oxygen content in arterial blood"
"aridness","a deficiency of moisture (especially when resulting from a permanent absence of rainfall)"
"actinide","any of a series of radioactive elements with atomic numbers 89 through 103"
"allergen","any substance that can cause an allergy"
"aldehyde","any of a class of highly reactive chemical compounds"
"alkapton","an acid formed as an intermediate product of the metabolism of tyrosine and phenylalanine"
"alcapton","an acid formed as an intermediate product of the metabolism of tyrosine and phenylalanine"
"asthenia","an abnormal loss of strength"
"arsenate","a salt or ester of arsenic acid"
"absorber","(physics) material in a nuclear reactor that absorbs radiation"
"arsenide","a compound of arsenic with a more positive element"
"azoimide","a colorless explosive liquid that is volatile and poisonous and foul-smelling"
"antimony","a metallic element having four allotropic forms"
"astatine","a highly unstable radioactive element (the heaviest of the halogen series)"
"atrazine","a synthetic compound derived from triazine that is widely used as an agricultural herbicide"
"actinium","a radioactive element of the actinide series"
"aluminum","a silvery ductile metallic element found primarily in bauxite"
"andesite","a dark grey volcanic rock"
"asbestos","a fibrous amphibole"
"alkaloid","natural bases containing nitrogen found in plants"
"aphanite","fine-grained homogeneous rock (such as basalt) containing minerals undetectable by the naked eye"
"aleurone","granular protein in outermost layer of endosperm of many seeds or cereal grains"
"arginine","a bitter tasting amino acid found in proteins and necessary for nutrition"
"ammonium","the ion NH4 derived from ammonia"
"antiacid","an agent that counteracts or neutralizes acidity, especially in the stomach"
"acrolein","a pungent colorless unsaturated liquid aldehyde made from propene"
"acrylate","a salt or ester of propenoic acid"
"alizarin","an orange-red crystalline compound used in making red pigments and in dyeing"
"antibody","any of a large variety of proteins normally present in the body or produced in response to an antigen which it neutralizes, thus producing an immune response"
"anatoxin","a bacterial toxin that has been weakened until it is no longer toxic but is strong enough to induce the formation of antibodies and immunity to the specific disease caused by the toxin"
"alkahest","hypothetical universal solvent once sought by alchemists"
"alcahest","hypothetical universal solvent once sought by alchemists"
"airspeed","the speed of an aircraft relative to the air in which it is flying"
"avianize","to modify microorganisms by repeated culture in the developing chick embryo"
"avianise","to modify microorganisms by repeated culture in the developing chick embryo"
"attemper","to modify the temperature of"
"activate","to make active or more active"
"activate","to make substances radioactive"
"activate","to aerate sewage so as to favor the growth of organisms that decompose organic matter"
"activate","to make more adsorptive"
"activate","to put in motion or move to act"
"alkalize","to turn basic and less acidic"
"alkalise","to turn basic and less acidic"
"alkalify","to turn basic and subsequently less acidic"
"accustom","to make psychologically or physically used to something"
"adolesce","to become adolescent"
"acerbate","to make sour or bitter"
"acerbate","to cause to be bitter or resentful"
"astringe","to become constricted or compressed"
"astringe","to constrict or bind or draw together"
"antedate","to establish something as being earlier relative to something else"
"antedate","to be earlier in time"
"arborize","to branch out like trees"
"arborise","to branch out like trees"
"archaize","to give an archaic appearance of character to"
"archaise","to give an archaic appearance of character to"
"automate","to make automatic, control or operate automatically"
"ammonify","to treat with ammonia"
"appraise","to consider in a comprehensive way"
"appraise","to evaluate or estimate the nature, quality, ability, extent, or significance of"
"astonish","to affect with wonder"
"aphorize","to speak or write in aphorisms"
"aphorise","to speak or write in aphorisms"
"accredit","to ascribe an achievement to"
"accredit","to grant credentials to"
"accredit","to provide or send envoys or embassadors with official credentials"
"abnegate","to deny or renounce"
"abnegate","to surrender power or a position"
"abnegate","to deny oneself something"
"acquaint","to inform or make familiar"
"acquaint","to make familiar or conversant with"
"acquaint","to cause to come to know personally"
"admonish","to take to task"
"admonish","to counsel in terms of someone's behavior"
"admonish","to warn strongly"
"affiance","to propose or enter into a marriage or other binding oath"
"announce","to announce publicly or officially"
"announce","to foreshadow or presage"
"announce","to make known"
"announce","to give the names of"
"annotate","to provide interlinear explanations for words or phrases"
"annotate","to add explanatory notes to or supply with critical comments"
"amputate","to remove surgically"
"air-drop","to drop an object from the air, usually referring to supplying inaccessible areas with aid"
"afforest","to establish a forest on previously unforested land"
"assemble","to create by putting components or members together"
"assemble","to collect in one place"
"assemble","to get people together"
"aggrieve","to cause to feel sorrow"
"aggrieve","to infringe on the rights of"
"alienate","to arouse hostility or indifference in where there had formerly been love, affection, or friendliness"
"alienate","to make withdrawn or isolated or emotionally dissociated"
"alienate","to transfer property or ownership"
"air-ship","to transport cargo by air"
"ambulate","to walk about"
"allocate","to distribute according to a plan or set apart for a special purpose"
"arrogate","to seize and take control without authority and possibly with force"
"arrogate","to demand as being one's due or property"
"arrogate","to make undue claims to having"
"abdicate","to give up, such as power, as of monarchs and emperors, or duties and obligations"
"amortize","to liquidate gradually"
"amortise","to liquidate gradually"
"accouter","to provide with military equipment"
"accoutre","to provide with military equipment"
"abrogate","to revoke formally"
"aberrate","to diverge or deviate from the straight path"
"aberrate","to diverge from the expected"
"antecede","to be earlier in time"
"assonate","to correspond in vowel sounds"
"arseways","make a mess of something"
"anabasis","a military march up-country"
"blithely","in a joyous manner"
"bitterly","with bitterness, in a resentful manner"
"bitterly","indicating something hard to accept"
"bitterly","extremely and sharply"
"backward","in or to or toward a past time"
"backward","at or to or toward the back or rear"
"backward","in a manner or order or direction the reverse of normal"
"backward","directed or facing toward the back or rear"
"backward","(used of temperament or behavior) marked by a retiring nature"
"backward","having made less than normal progress"
"backward","retarded in intellectual development"
"brazenly","in a brazen manner"
"brightly","with brightness"
"brutally","in a vicious manner"
"boringly","in a tedious manner"
"biweekly","every two weeks"
"biweekly","twice a week"
"biweekly","occurring twice a week"
"biweekly","occurring every two weeks"
"biweekly","a periodical that is published twice a week or every two weeks (either 104 or 26 issues per year)"
"biyearly","twice a year"
"biyearly","every two years"
"biyearly","occurring or payable twice each year"
"biyearly","occurring every second year"
"bareback","without a saddle"
"bareback","riding a horse without a saddle"
"barefoot","without shoes on"
"barefoot","without shoes"
"benignly","in a benign manner"
"bloodily","involving a great bloodshed"
"breezily","in a breezy manner"
"boyishly","like a boy"
"bitingly","extremely and sharply"
"battered","exhibiting symptoms resulting from repeated physical and emotional injury"
"battered","damaged by blows or hard usage"
"battered","damaged especially by hard usage"
"bankable","acceptable to or at a bank"
"bankable","guaranteed to bring a profit"
"bustling","full of energetic and noisy activity"
"bedaubed","ornamented in a vulgar or showy fashion"
"brocaded","embellished with a raised pattern created by pressure or embroidery"
"bumbling","lacking physical movement skills, especially with the hands"
"bungling","lacking physical movement skills, especially with the hands"
"bungling","showing lack of skill or aptitude"
"bondable","capable of holding together or cohering"
"bondable","capable of being fastened or secured with a rope or bond"
"binomial","having or characterized by two names, especially those of genus and species in taxonomies"
"binomial","of or relating to or consisting of two terms"
"binomial","(mathematics) a quantity expressed as a sum or difference of two terms"
"bristled","having or covered with protective barbs or quills or spines or thorns or setae etc."
"bespoken","pledged to be married"
"bespoken","(of clothing) custom-made"
"bindable","capable of being fastened or secured with a rope or bond"
"breathed","uttered without voice"
"barreled","put in or stored in a barrel"
"barreled","(of an arrow) tapered toward both ends"
"beaklike","resembling the beak of a bird"
"beakless","not having a beak or bill"
"backless","lacking a back"
"backmost","located farthest to the rear"
"belt-fed","using belted ammunition"
"beltlike","resembling a belt around something"
"beltless","lacking a belt"
"bifacial","having two faces or fronts"
"brunette","marked by dark or relatively dark pigmentation of hair or skin or eyes"
"brunette","a person with dark (brown) hair"
"binaural","relating to or having or hearing with two ears"
"bordered","having a border especially of a specified kind"
"beadlike","small and round and shiny like a shiny bead or button"
"blinding","shining intensely"
"bonelike","resembling bone"
"boneless","being without a bone or bones"
"buttoned","furnished or closed with buttons or something buttonlike"
"botonnee","(of a heraldic cross) having a cluster of three buttons or knobs at the end of each arm"
"biovular","(of twins) derived from two separate fertilized ova"
"blustery","blowing in violent and abrupt bursts"
"blustery","noisily domineering"
"brainish","characterized by undue haste and lack of thought or deliberation"
"blushful","of blush color"
"blushful","having a red face from embarrassment or shame or agitation or emotional upset"
"brownish","of a color similar to that of wood or earth"
"blackish","of something that is somewhat black"
"bicolour","having two colors"
"bichrome","having two colors"
"bleached","having lost freshness or brilliance of color"
"bleached","(used of color) artificially produced"
"barbaric","without civilizing influences"
"barbaric","unrestrained and crudely rich"
"blanched","(especially of plants) developed without chlorophyll by being deprived of light"
"blanched","anemic looking from illness or emotion"
"befouled","made dirty or foul"
"begrimed","thickly covered with ingrained dirt or soot"
"befogged","stupefied by alcoholic drink"
"bare-ass","(used informally) completely unclothed"
"breeched","dressed in trousers"
"burnable","capable of burning"
"blue-sky","without immediate commercial value"
"biconvex","convex on both sides"
"blushing","having a red face from embarrassment or shame or agitation or emotional upset"
"bothered","caused to show discomposure"
"beatable","susceptible to being defeated"
"blimpish","pompously ultraconservative and nationalistic"
"blasting","causing injury or blight"
"blasting","unpleasantly loud and penetrating"
"bohemian","unconventional in especially appearance and behavior"
"bohemian","a nonconformist writer or artist who lives an unconventional life"
"branched","resembling a fork"
"branched","having branches"
"bribable","capable of being corrupted"
"bodiless","having no trunk or main part"
"bodiless","not having a material body"
"bodyless","having no trunk or main part"
"blockish","resembling a block in shape"
"brattish","(used of an ill-mannered child) impolitely unruly"
"biennial","having a life cycle lasting two seasons"
"biennial","occurring every second year"
"biennial","(botany) a plant having a life cycle that normally takes two seasons from germination to death to complete"
"boughten","purchased"
"bicyclic","having molecules consisting of two fused rings"
"babelike","like a baby especially in dependence"
"baffling","making great mental demands"
"blighted","affected by blight"
"bullying","noisily domineering"
"bullying","the act of intimidating a weaker person to make them do something"
"bedimmed","made dim or indistinct"
"bouncing","marked by lively action"
"bouncing","vigorously healthy"
"bouncing","rebounding from an impact (or series of impacts)"
"bibulous","given to or marked by the consumption of alcohol"
"bubbling","marked by high spirits or excitement"
"bubbling","emitting or filled with bubbles as from carbonation or fermentation"
"burbling","uttered with unrestrained enthusiasm"
"besotted","very drunk"
"bailable","eligible for bail"
"bailable","admitting of bail"
"bruising","brutally forceful and compelling"
"bruising","causing mental or emotional injury"
"burdened","bearing a physically heavy weight or load"
"burdened","bearing a heavy burden of work or difficulties or responsibilities"
"bathetic","effusively or insincerely emotional"
"beguiled","filled with wonder and delight"
"biogenic","essential for maintaining the fundamental life processes"
"biogenic","produced by living organisms or biological processes"
"balanced","being in a state of proper equilibrium"
"becoming","displaying or setting off to best advantage"
"becoming","according with custom or propriety"
"blubbery","swollen with fat"
"bendable","capable of being bent or flexed or twisted without breaking"
"breeding","producing offspring or set aside especially for producing offspring"
"breeding","the production of animals or plants by inbreeding or hybridization"
"breeding","helping someone grow up to be an accepted member of the community"
"breeding","elegance by virtue of fineness of manner and expression"
"breeding","the result of good upbringing, especially knowledge of correct social behavior"
"brackish","slightly salty (especially from containing a mixture of seawater and fresh water)"
"brackish","distasteful and unpleasant"
"beggarly","so small in amount as to deserve contempt, usually referring to money"
"beggarly","marked by poverty befitting a beggar"
"brimfull","filled to capacity"
"brimming","filled to capacity"
"beatific","marked by utter benignity"
"beatific","experiencing or bestowing celestial joy"
"blissful","completely happy and contented"
"beheaded","having had the head cut off"
"blistery","covered with small blisters"
"blistery","hot enough to raise (or as if to raise) blisters"
"baritone","lower in range than tenor and higher than bass"
"baritone","the second lowest brass wind instrument"
"baritone","the second lowest adult male singing voice"
"baritone","a male singer"
"baronial","impressive in appearance"
"blamable","deserving blame or censure as being wrong or evil or injurious"
"blameful","deserving blame or censure as being wrong or evil or injurious"
"bereaved","sorrowful through loss or deprivation"
"bereaved","a person who has suffered the death of someone they loved"
"built-in","existing as an essential constituent or characteristic"
"benumbed","having lost or been caused to lose interest because of overexposure"
"benumbed","lacking sensation"
"beetling","jutting or overhanging"
"bellying","curving outward"
"blown-up","as of a photograph"
"bouffant","being puffed out"
"bouffant","a woman's hairstyle in which the hair gives a puffy appearance"
"begotten","(of offspring) generated by procreation"
"baseborn","illegitimate"
"baseborn","of low birth or station (`base' is archaic in this sense)"
"bilinear","linear with respect to each of two variables or positions"
"bigamous","of illegal marriage to a second person while legally married to a first"
"bivalent","used of homologous chromosomes associated in pairs in synapsis"
"bivalent","having a valence of two or having two valences"
"becalmed","rendered motionless for lack of wind"
"biddable","willing to carry out the orders or wishes of another without protest"
"beholden","under a moral obligation to someone"
"bran-new","conspicuously new"
"banausic","ordinary and not refined"
"blinking","informal intensifiers"
"blinking","closing the eyes intermittently and rapidly"
"blinking","a reflex that closes and opens the eyes rapidly"
"besieged","surrounded by hostile forces"
"boxed-in","enclosed in or as if in a box"
"broached","of a cask or barrel"
"bromidic","dull and tiresome but with pretensions of significance or originality"
"bromidic","given to uttering bromides"
"buckshee","free of charge"
"blotched","marked with irregularly shaped spots or blots"
"brindled","having a grey or brown streak or a pattern or a patchy coloring"
"bootless","unproductive of success"
"boastful","exhibiting self-importance"
"biracial","consisting of or combining two races"
"bandaged","covered or wrapped with a bandage"
"biannual","occurring or payable twice each year"
"bountied","rewarded or able to be rewarded by a bounty"
"bookable","subject to being reserved or booked"
"bicorned","having two horns or horn-shaped parts"
"bowfront","having an outward curving front"
"bankrupt","financially ruined"
"bankrupt","someone who has insufficient assets to cover their debts"
"bankrupt","to reduce to financial ruin"
"belly-up","financially ruined"
"bimanual","requiring two hands or designed for two people"
"bulblike","shaped like a bulb"
"bicuspid","having two cusps or points (especially a molar tooth)"
"bicuspid","a tooth having two cusps or points"
"breasted","having a breast or breasts"
"built-up","peopled with settlers"
"bacillar","formed like a bacillus"
"bacillar","relating to or produced by or containing bacilli"
"bilobate","having two lobes"
"bouldery","abounding in rocks or stones"
"backhand","(of handwriting) having the letters slanting backward"
"backhand","a return made with the back of the hand facing the direction of the stroke"
"backhand","to hit a tennis ball with the back of the racket"
"backhand","(of racket strokes) made across the body with back of hand facing direction of stroke"
"beardown","with full strength"
"bullocky","resembling a bullock in strength and power"
"biradial","showing both bilateral and radial symmetry"
"baseless","without a basis in reason or fact"
"brooding","deeply or seriously thoughtful"
"brooding","persistent morbid meditation on a problem"
"brooding","sitting on eggs so as to hatch them by the warmth of the body"
"buffeted","pounded or hit repeatedly by storms or adversities"
"bearable","capable of being borne though unpleasant"
"bottomed","having a bottom of a specified character"
"bivalved","used of mollusks having two shells (as clams etc.)"
"biparous","producing two offspring at a time"
"biramous","resembling a fork"
"besprent","sprinkled over"
"bone-dry","without a trace of moisture"
"baptized","having undergone the Christian ritual of baptism"
"baptised","having undergone the Christian ritual of baptism"
"Bayesian","of or relating to statistical methods based on Bayes' theorem"
"balletic","characteristic of or resembling or suitable for ballet"
"balsamic","of or relating to or containing balsam"
"basaltic","of or relating to or containing basalt"
"basidial","relating to or characterized by basidia"
"basilary","of or relating to or located at the base"
"bauxitic","resembling or containing bauxite"
"billiard","of or relating to billiards"
"biologic","pertaining to biology or to life and living things"
"biotitic","relating to or involving biotite"
"biotypic","of or relating to a biotype"
"Bohemian","of or relating to Bohemia or its language or people"
"botryoid","resembling a cluster of grapes in form"
"boytrose","resembling a cluster of grapes in form"
"brachial","of or relating to an arm"
"bracteal","pertaining to or resembling or functioning as a bract"
"brimless","without a brim"
"burrlike","resembling a burr"
"benzylic","relating to benzyl"
"biblical","of or pertaining to or contained in or in accordance with the Bible"
"biblical","in keeping with the nature of the Bible or its times or people"
"biblical","epic or extremely notable"
"bistered","colored with or as if with bister"
"bistroic","of or relating to or resembling a bistro"
"bionomic","of or relating to the science of ecology"
"Buddhist","of or relating to or supporting Buddhism"
"Bolivian","of or relating to or characteristic of Bolivia or its people"
"Bavarian","of or relating to or characteristic of Bavaria or its people"
"bubaline","relating to or resembling a buffalo"
"Boeotian","of or relating to ancient Boeotia or its people or to the dialect spoken there in classical times"
"Beninese","of or relating to or characteristic of Benin or its people"
"Bermudan","of or relating to or characteristic of Bermuda or its inhabitants"
"bilabial","of or relating to or being a speech sound that is articulated using both lips"
"bilabial","a consonant that is articulated using both lips"
"bladdery","resembling a bladder"
"Bruneian","of or relating to or characteristic of Brunei or its people"
"Bahamian","of or relating to or characteristic of the Bahama Islands or their inhabitants"
"Bahraini","of or relating to or characteristic of Bahrain or its people or language"
"boarding","the act of passengers and crew getting aboard a ship or aircraft"
"boarding","a structure of boards"
"breakout","an escape from jail"
"backfire","a miscalculation that recoils on its maker"
"backfire","a fire that is set intentionally in order to slow an approaching forest fire or grassfire by clearing a burned area in its path"
"backfire","a loud noise made by the explosion of fuel in the manifold or exhaust of an internal combustion engine"
"backfire","the backward escape of gases and unburned gunpowder after a gun is fired"
"backfire","to set a controlled fire to halt an advancing forest to prairie fire"
"backfire","to emit a loud noise as a result of undergoing a backfire"
"backfire","to come back to the originator of an action with an undesired effect"
"balls-up","something badly botched or muddled"
"blastoff","the launching of a missile or spacecraft to a specified destination"
"beanball","a baseball deliberately thrown at the batter's head"
"belching","a reflex that expels gas noisily from the stomach through the mouth"
"belching","the forceful expulsion of something from inside"
"bundling","the act of shoving hastily"
"bundling","the act of binding something into a bundle"
"bundling","a onetime custom during courtship of unmarried couples occupying the same bed without undressing"
"backstop","a precaution in case of an emergency"
"backstop","(baseball) a fence or screen (as behind home plate) to prevent the ball from traveling out of the playing field"
"backstop","(baseball) the person who plays the position of catcher"
"backstop","to act as a backstop"
"backlash","an adverse reaction to some political or social occurrence"
"backlash","a movement back from an impact"
"backlash","to come back to the originator of an action with an undesired effect"
"butchery","the savage and excessive killing of many people"
"butchery","the business of a butcher"
"butchery","a building where animals are butchered"
"brushing","the act of brushing your hair"
"brushing","the act of brushing your teeth"
"browning","cooking to a brown crispiness over a fire or on a grill"
"broiling","cooking by direct exposure to radiant heat (as over a fire or under a grill)"
"braising","cooking slowly in fat in a closed pot with little moisture"
"backdoor","a secret or underhand means of access (to a place or a position)"
"backdoor","an entrance at the rear of a building"
"backdoor","an undocumented way to get access to a computer system or the data it contains"
"bringing","the act of delivering or distributing something (as goods or mail)"
"breakage","the act of breaking something"
"breakage","reimbursement for goods damaged while in transit or in use"
"breakage","the quantity broken"
"breaking","the act of breaking something"
"blending","the act of blending components together thoroughly"
"blending","a gradation involving small or imperceptible differences between grades"
"beagling","hunting rabbits with beagles"
"backbend","an acrobatic feat in which the trunk is bent backward from a standing position until the hands touch the floor"
"ballgame","a field game played with a ball (especially baseball)"
"ballgame","a particular situation that is radically different from the preceding situation"
"baseball","a ball game played with a bat and ball between two teams of nine players"
"baseball","a ball used in playing baseball"
"baccarat","a card game played in casinos in which two or more punters gamble against the banker"
"booze-up","revelry in drinking"
"brouhaha","a confused disturbance far greater than its cause merits"
"brouhaha","loud confused noise from many sources"
"business","incidental activity performed by an actor for dramatic effect"
"business","the principal activity in your life that you do to earn money"
"business","the activity of providing goods and services involving financial and commercial and industrial aspects"
"business","the volume of commercial activity"
"business","a rightful concern or responsibility"
"business","an immediate objective"
"business","business concerns collectively"
"business","a commercial or industrial enterprise and the people who constitute it"
"business","customers collectively"
"blocking","the act of obstructing or deflecting someone's movements"
"busywork","active work of little value"
"bishopry","the office and dignity of a bishop"
"basketry","the craft of basket making"
"bodywork","the work of making or repairing vehicle bodies"
"bodywork","the exterior body of a motor vehicle"
"barratry","the offense of vexatiously persisting in inciting lawsuits and quarrels"
"barratry","(maritime law) a fraudulent breach of duty by the master of a ship that injures the owner of the ship or its cargo"
"barratry","the crime of a judge whose judgment is influenced by bribery"
"barratry","traffic in ecclesiastical offices or preferments"
"betrayal","an act of deliberate betrayal"
"betrayal","the quality of aiding an enemy"
"burglary","entering a building unlawfully with intent to commit a felony or to steal valuable property"
"break-in","trespassing for an unlawful purpose"
"browsing","the act of feeding by continual nibbling"
"browsing","reading superficially or at random"
"building","the act of constructing something"
"building","the commercial activity involved in repairing old structures or constructing new ones"
"building","a structure that has a roof and walls and stands more or less permanently in one place"
"building","the occupants of a building"
"blockade","a war measure that isolates some area of importance to the enemy"
"blockade","prevents access or progress"
"blockade","to impose a blockade on"
"blockade","to obstruct access to"
"blockade","to render unsuitable for passage"
"blockade","to hinder or prevent the progress or accomplishment of"
"banditry","the practice of plundering in gangs"
"blessing","the act of praying for divine protection"
"blessing","the formal act of approving"
"blessing","a ceremonial prayer invoking divine protection"
"blessing","a short prayer of thanks before a meal"
"blessing","a desirable state"
"blockage","the act of blocking"
"blockage","an obstruction in a pipe or tube"
"blockage","the physical condition of blocking or filling a passage with an obstruction"
"bestowal","the act of conferring an honor or presenting a gift"
"bestowal","a gift that is bestowed or conferred"
"bailment","the delivery of personal property in trust by the bailor to the bailee"
"bookfair","bazaar at which books are sold or auctioned off in order to raise funds for a worthy cause"
"bookfair","fair organized by publishers or booksellers to promote the sale of books"
"behavior","manner of acting or controlling yourself"
"behavior","in psychology, the aggregate of the responses or reactions or movements made by an organism in any situation"
"behavior","the way a person behaves toward other people"
"behavior","the action or reaction of something, such as a machine or substance, under specified circumstances"
"branding","the act of burning skin with a mark"
"branding","the way in which a product is identified and marketed to a wider audience"
"bitchery","aggressive remarks and behavior"
"by-catch","unwanted marine creatures that are caught in the nets while fishing for another species"
"bacillus","aerobic rod-shaped spore-producing bacterium"
"bacteria","(microbiology) single-celled or noncellular spherical or spiral or rod-shaped organisms lacking chlorophyll that reproduce by fission"
"borrelia","cause of e.g. European and African relapsing fever"
"boarfish","fish with a projecting snout"
"boarfish","fish with large eyes and long snouts"
"blastula","early stage of an embryo produced by cleavage of an ovum"
"blackcap","small brownish-grey warbler with a black crown"
"blackcap","chickadee having a dark crown"
"blackcap","small black-headed European gull"
"blackcap","raspberry native to eastern North America having black thimble-shaped fruit"
"bellbird","any of several tropical American birds of the genus Procnias having a bell-like call"
"bluebird","blue North American songbird"
"bluebird","fruit-eating mostly brilliant blue songbird of the East Indies"
"bobolink","migratory American songbird"
"bullfrog","largest North American frog"
"basilisk","small crested arboreal lizard able to run on its hind legs"
"basilisk","ancient brass cannon"
"basilisk","(classical mythology) a serpent (or lizard or dragon) able to kill with its breath or glance"
"barosaur","a dinosaur that could grow to be as tall as a building five stories tall"
"bobwhite","a popular North American game bird"
"bandtail","wild pigeon of western North America"
"bluewing","American teal"
"baldpate","a widgeon the male of which has a white crown"
"baldpate","a person whose head is bald"
"bluebill","diving ducks of North America having a bluish-grey bill"
"barnacle","European goose smaller than the brant"
"barnacle","marine crustaceans with feathery food-catching appendages"
"boatbill","tropical American heron related to night herons"
"bluetick","a very fast American hound"
"balancer","either of the rudimentary hind wings of dipterous insects"
"balancer","an acrobat who balances himself in difficult positions"
"blackfly","small blackish stout-bodied biting fly having aquatic larvae"
"blackfly","blackish aphid that infests e.g. beans and sugar beets"
"bombycid","moderate-sized Asiatic moth whose larvae feed on mulberry leaves and produce silk"
"bollworm","any of various moth caterpillars that destroy cotton bolls"
"bryozoan","sessile aquatic animal forming mossy colonies of small polyps each having a curved or circular ridge bearing tentacles"
"buckskin","horse of a light yellowish dun color with dark mane and tail"
"buckskin","a soft yellowish suede leather originally from deerskin but now usually from sheepskin"
"bangtail","a horse bred for racing"
"babirusa","Indonesian wild pig with enormous curved canine teeth"
"bushbuck","antelope with white markings like a harness and twisted horns"
"branchia","respiratory organ of aquatic animals that breathe oxygen dissolved in water"
"bushbaby","agile long-tailed nocturnal African lemur with dense woolly fur and large eyes and ears"
"bullhead","any of several common freshwater catfishes of the United States"
"bullhead","freshwater sculpin with a large flattened bony-plated head with hornlike spines"
"brisling","small herring processed like a sardine"
"brisling","small fatty European fish"
"billfish","elongate European surface-dwelling predacious fishes with long toothed jaws"
"billfish","slender long-beaked fish of temperate Atlantic waters"
"billfish","giant warm-water game fish having a prolonged and rounded toothless upper jaw"
"billfish","primitive predaceous North American fish covered with hard scales and having long jaws with needlelike teeth"
"bluegill","important edible sunfish of eastern and central United States"
"bonefish","slender silvery marine fish found in tropical mud flats and mangrove lagoons"
"bluefish","bluish warm-water marine food and game fish that follow schools of small fishes into shallow waters"
"bluefish","fatty bluish flesh of bluefish"
"bluehead","small Atlantic wrasse the male of which has a brilliant blue head"
"blowfish","any of numerous marine fishes whose elongated spiny body can inflate itself with water or air to form a globe"
"blowfish","delicacy that is highly dangerous because of a potent nerve poison in ovaries and liver"
"burrfish","any of several fishes having rigid flattened spines"
"bandelet","molding in the form of a ring"
"babushka","a woman's headscarf folded into a triangle and tied under the chin"
"backrest","a support that you can lean against while sitting"
"backband","a broad band that passes over the back of a horse and supports the shafts of a vehicle"
