word,definition
"ship of the line","a warship intended for combat"
"small computer system interface","interface consisting of a standard port between a computer and its peripherals that is used in some computers"
"superficial middle cerebral vein","a large vein along the line of the Sylvian fissure to the cavernous sinus"
"scrutin uninominal voting system","based on the principle of having only one member (as of a legislature) selected from each electoral district"
"scrutin de liste system","based on the principle of proportional representation"
"second law of thermodynamics","a law stating that mechanical work can be derived from a body only when that body interacts with another at a lower temperature"
"second law of motion","the rate of change of momentum is proportional to the imposed force and goes in the direction of the force"
"special theory of relativity","a physical theory of relativity based on the assumption that the speed of light in a vacuum is a constant and the assumption that the laws of physics are invariant in all inertial systems"
"standard generalized markup language","(computer science) a standardized language for the descriptive markup of documents"
"slip of the tongue","an accidental and usually trivial mistake in speaking"
"scale of C major","(music) the major scale having no sharps or flats"
"sign of the cross","a gesture with the right hand moving to form a cross"
"skeleton in the closet","a scandal that is kept secret"
"skeleton in the cupboard","a scandal that is kept secret"
"steak and kidney pie","steak with sauteed kidneys and onions cooked in wine and stock then covered with pastry and baked"
"staggered board of directors","a board of directors a portion of whose members are elected each year instead of all members being elected annually"
"savings and loan association","a thrift institution that is required by law to make a certain percentage of its loans as home mortgages"
"sign of the zodiac","(astrology) one of 12 equal areas into which the zodiac is divided"
"son of a bitch","an insulting term of address for people who are stupid, irritating, or ridiculous"
"senior chief petty officer","a senior noncommissioned officer in the Navy or Coast Guard with a rank comparable to master sergeant in the Army"
"snake in the grass","a deceitful or treacherous person"
"star of the veldt","any of several South African plants grown for the profusion of usually yellow daisylike flowers and mounds of aromatic foliage"
"shrubby St John's wort","stiff shrub having oblong entire leaves and dense cymes of yellow flowers"
"straight-line method of depreciation","(accounting) a method of calculating depreciation by taking an equal amount of the asset's cost as an expense for each year of the asset's useful life"
"survival of the fittest","a natural process resulting in the evolution of organisms best adapted to the environment"
"state of the art","the highest degree of development of an art or technique at a particular time"
"sense of the meeting","general agreement reached by an assembled group"
"severe combined immunodeficiency disease","a congenital disease affecting T cells that can result from a mutation in any one of several different genes"
"severe acute respiratory syndrome","a respiratory disease of unknown etiology that apparently originated in mainland China in 2003"
"sudden infant death syndrome","sudden and unexpected death of an apparently healthy infant during sleep"
"subacute inclusion body encephalitis","a rare chronic progressive encephalitis caused by the measles virus and occurring primarily in children and young adults"
"see eye to eye","be in agreement"
"shoot one's mouth off","speak spontaneously and without restraint"
"speak of the devil","mention someone's name who just then appears"
"sow one's wild oats","live promiscuously and self-indulgently"
"step to the fore","make oneself visible"
"sweep under the rug","to conceal something in the hopes it won't be discovered by others"
"to a lower place","in or to a place that is lower"
"to a higher place","in or to a place that is higher"
"to a greater extent","used to form the comparative of some adjectives and adverbs"
"to a lesser extent","used to form the comparative of some adjectives and adverbs"
"to the highest degree","used to form the superlative"
"to the lowest degree","used to form the superlative"
"to a great extent","to a considerable degree"
"time and time again","repeatedly"
"that is to say","as follows"
"time and motion study","an analysis of a specific job in an effort to find the most efficient method in terms of time and effort"
"trespass quare clausum fregit","the defendant unlawfully enters the land of the plaintiff"
"trespass de bonis asportatis","an action brought to recover damages from a person who has taken goods or property from its rightful owner"
"trespass on the case","an action brought to recover damages from a person whose actions have resulted indirectly in injury or loss"
"third battle of Ypres","battle in World War I (1917)"
"theater in the round","a theater arranged with seats around at least three sides of the stage"
"tonguing and grooving plane","a plane having cutters designed to make the tongues and grooves on the edges of matchboards"
"top of the line","the best in a given line of merchandise"
"tongue and groove joint","a mortise joint made by fitting a projection on the edge of one board into a matching groove on another board"
"transverse muscle of abdomen","a flat muscle with transverse fibers that forms the anterior and lateral walls of the abdominal cavity"
"third law of thermodynamics","law stating that the entropy of a substance approaches zero as its temperature approaches absolute zero"
"third law of motion","action and reaction are equal and opposite"
"tau coefficient of correlation","a nonparametric measure of the agreement between two rankings"
"theory of electrolytic dissociation","(chemistry) theory that describes aqueous solutions in terms of acids (which dissociate to give hydrogen ions) and bases (which dissociate to give hydroxyl ions)"
"theory of punctuated equilibrium","a theory of evolution holding that evolutionary change in the fossil record came in fits and starts rather than in a steady process of slow change"
"transmission control protocol/internet protocol","a set of protocols (including TCP) developed for the internet in the 1970s to get data from one network device to another"
"theater of the absurd","plays stressing the irrational or illogical aspects of life, usually to show that modern life is pointless"
"talk of the town","idle gossip or rumor"
"tree of the gods","deciduous rapidly growing tree of China with foliage like sumac and sweetish fetid flowers"
"time and a half","a rate of pay that is 1.5 times the regular rate"
"traveler's letter of credit","a letter of credit given to a traveler"
"traveller's letter of credit","a letter of credit given to a traveler"
"travel and entertainment account","an account to which salespersons or executives can charge travel and entertainment expenses"
"type I allergic reaction","an allergic reaction that becomes apparent in a sensitized person only minutes after contact"
"type IV allergic reaction","an allergic reaction that becomes apparent only hours after contact"
"turn of the century","the period from about ten years before to ten years after a new century"
"time out of mind","the distant past beyond memory"
"term of a contract","the period of time during which a contract conveying property to a person is in effect"
"top of the inning","the first half of an inning"
"throw out of kilter","throw into great confusion or disorder"
"think the world of","esteem very highly"
"turn a blind eye","refuse to acknowledge"
"take a firm stand","be emphatic or resolute and refuse to budge"
"talk through one's hat","speak insincerely or without regard for facts or truths"
"take the Fifth Amendment","refuse to testify by invoking the Fifth Amendment, which states that nobody may be forced to testify as a witness against himself or herself"
"throw in the towel","give up in the face of defeat of lacking hope"
"trip the light fantastic","move in a pattern"
"turn on a dime","to have a small turning radius"
"throw cold water on","be discouraging or negative about"
"take to the woods","flee"
"turn a nice dime","make a satisfactory profit"
"turn a nice penny","make a satisfactory profit"
"turn a nice dollar","make a satisfactory profit"
"turn up the heat","apply great or increased pressure"
"turn up the pressure","apply great or increased pressure"
"up in the air","very uncertain"
"up in the air","not yet determined"
"up to my neck","deeply involved"
"up to your neck","deeply involved"
"up to her neck","deeply involved"
"up to his neck","deeply involved"
"up to our necks","deeply involved"
"up to their necks","deeply involved"
"vestibule of the ear","the central cavity of the bony labyrinth of the ear"
"vestibule of the vagina","the space between the labia minora containing the orifice of the urethra"
"when the time comes","at the appropriate time"
"wide of the mark","not on target"
"worship of heavenly bodies","the worship of planets or stars"
"white tie and tails","formalwear consisting of full evening dress for men"
"weapon of mass destruction","a weapon that kills or injures civilian as well as military personnel (nuclear and chemical and biological weapons)"
"wireless local area network","a local area network that uses high frequency radio signals to transmit and receive data over distances of a few hundred feet"
"wave theory of light","(physics) the theory that light is transmitted as waves"
"writ of habeas corpus","a writ ordering a prisoner to be brought before a judge"
"whiskey on the rocks","whiskey with ice"
"whisky on the rocks","whiskey with ice"
"weakly interacting massive particle","a hypothetical subatomic particle of large mass that interacts weakly with ordinary matter through gravitation"
"woman of the house","a wife who manages a household while her husband earns the family income"
"wild sweet potato vine","tropical American prostrate or climbing herbaceous perennial having an enormous starchy root"
"whole to part relation","the semantic relation that holds between a whole and its parts"
"water on the knee","hydrarthrosis affecting the knee"
"white pine blister rust","any of several diseases of pines caused by rust fungi of the genus Cronartium and marked by destructive invasion of bark and sapwood and producing blisters externally"
"whole kit and caboodle","everything available"
"whole kit and boodle","everything available"
"water under the bridge","past events to be put aside"
