word,definition
"diary keeper","someone who keeps a diary or journal"
"delivery boy","someone employed to make deliveries"
"domestic prelate","(Roman Catholic Church) a priest who is an honorary member of the papal household"
"dart player","someone who plays the game of darts"
"drug addict","a narcotics addict"
"drug baron","a person who controls an organization dealing in illegal drugs"
"drug lord","a person who controls an organization dealing in illegal drugs"
"drug user","a person who takes drugs"
"drum major","the leader of a marching band or drum corps"
"drum majorette","a female drum major"
"drum majorette","a female baton twirler who accompanies a marching band"
"dry nurse","a nurse who cares for but does not suckle an infant"
"duck hunter","hunter of ducks"
"Dutch uncle","a counselor who admonishes frankly and sternly"
"drama critic","a critic of theatrical performances"
"dressmaker's model","someone who models dresses"
"drill master","a noncommissioned officer who instructs recruits in military marching and discipline"
"drill instructor","a noncommissioned officer who instructs recruits in military marching and discipline"
"dizygotic twin","either of two twins who developed from two separate fertilized eggs"
"divorced man","a man who is divorced from (or separated from) his wife"
"devil dog","a member of the United States Marine Corps"
"deaf-and-dumb person","a deaf person who is unable to speak"
"diplomatic minister","a diplomat representing one government to another"
"drug peddler","an unlicensed dealer in illegal drugs"
"drug dealer","an unlicensed dealer in illegal drugs"
"drug trafficker","an unlicensed dealer in illegal drugs"
"disinfestation officer","a workman employed to destroy or drive away vermin"
"drunken reveler","someone who engages in drinking bouts"
"drunken reveller","someone who engages in drinking bouts"
"dirty dog","a person who is deemed to be despicable or contemptible"
"disreputable person","someone lacking public esteem"
"dead ringer","a person who is almost identical to another"
"diseased person","a person suffering from an illness"
"dock worker","a laborer who loads and unloads vessels in a port"
"dining companion","someone you dine with"
"disagreeable woman","a woman who is an unpleasant person"
"dirt ball","a person who has a nasty or unethical character undeserving of respect"
"de Valera","Irish statesman (born in the United States)"
"da Gamma","Portuguese navigator who led an expedition around the Cape of Good Hope in 1497"
"du Maurier","English writer and illustrator"
"domino effect","the consequence of one event setting off a chain of similar events (like a falling domino causing a whole row of upended dominos to fall)"
"dielectric heating","heating of an insulator by a high-frequency electric field"
"diastolic pressure","the blood pressure (as measured by a sphygmomanometer) after the contraction of the heart while the chambers of the heart refill with blood"
"dust cloud","a cloud of dust suspended in the air"
"delta rhythm","the normal brainwave in the encephalogram of a person in deep dreamless sleep"
"delta wave","the normal brainwave in the encephalogram of a person in deep dreamless sleep"
"direct current","an electric current that flows in one direction steadily"
"double bond","a covalent bond in which two pairs of electrons are shared between two atoms"
"dust devil","a miniature whirlwind strong enough to whip dust and leaves and litter into the air"
"dative bond","a covalent bond in which both electrons are provided by one of the atoms"
"dust storm","a windstorm that lifts up clouds of dust or sand"
"dipole moment","the moment of a dipole"
"double refraction","splitting a ray into two parallel rays polarized perpendicularly"
"diamond dust","small crystals of ice"
"dynamic electricity","a flow of electric charge"
"diurnal parallax","the parallax of a celestial body using two points on the surface of the earth as the earth rotates"
"dicot genus","genus of flowering plants having two cotyledons (embryonic leaves) in the seed which usually appear at germination"
"dicot family","family of flowering plants having two cotyledons (embryonic leaves) in the seed which usually appear at germination"
"deodar cedar","tall East Indian cedar having spreading branches with nodding tips"
"drooping juniper","small tree of western Texas and mountains of Mexico having spreading branches with drooping branchlets"
"douglas fir","tall evergreen timber tree of western North America having resinous wood and short needles"
"douglas fir","strong durable timber of a douglas fir"
"douglas spruce","lofty douglas fir of northwestern North America having short needles and egg-shaped cones"
"douglas pine","lofty douglas fir of northwestern North America having short needles and egg-shaped cones"
"douglas hemlock","lofty douglas fir of northwestern North America having short needles and egg-shaped cones"
"dawn redwood","large fast-growing Chinese monoecious tree having flat bright-green deciduous leaves and small globular cones"
"dundathu pine","Australian timber tree resembling the kauri but having wood much lighter in weight and softer"
"daughter cell","a cell formed by the division or budding of another cell"
"doll's eyes","North American herb with white poisonous berries"
"dutch clover","creeping European clover having white to pink flowers and bright green leaves"
"desert rose","South African shrub having a swollen succulent stem and bearing showy pink and white flowers after the leaves fall"
"dita bark","evergreen tree of eastern Asia and Philippines having large leathery leaves and small green-white flowers in compact cymes"
"devil tree","evergreen tree of eastern Asia and Philippines having large leathery leaves and small green-white flowers in compact cymes"
"darling pea","either of two Australian plants of the genus Swainsona that are poisonous to sheep"
"dogbane family","chiefly tropical trees or shrubs or herbs having milky juice and often showy flowers"
"duckweed family","family of small free-floating thalloid plants"
"dumb cane","an evergreen plant with large showy dark green leaves"
"dragon arum","European arum resembling the cuckoopint"
"devil's tongue","foul-smelling somewhat fleshy tropical plant of southeastern Asia cultivated for its edible corms or in the greenhouse for its large leaves and showy dark red spathe surrounding a large spadix"
"dusty miller","an old cottage garden plant of southeastern Europe widely cultivated for its attractive white woolly foliage and showy crimson flowers"
"dusty miller","herb with greyish leaves found along the east coast of North America"
"dusty miller","a plant having leaves and stems covered with down that resembles dust"
"dusty miller","stiff much-branched perennial of the Mediterranean region having very white woolly stems and leaves"
"dusty miller","shrubby perennial of the Canary Islands having white flowers and leaves and hairy stems covered with dustlike down"
"desert holly","handsome low saltbush of arid southwestern United States and Mexico having blue-green prickly-edged leaves often used for Christmas decoration"
"devil's fig","any plant of the genus Argemone having large white or yellow flowers and prickly leaves and stems and pods"
"damask violet","long cultivated herb having flowers whose scent is more pronounced in the evening"
"dyer's woad","European biennial formerly grown for the blue coloring matter yielded by its leaves"
"desert plume","perennial of southwestern United States having leathery blue-green pinnatifid leaves and thick plumelike spikes of yellow flowers"
"dog fennel","widespread rank-smelling weed having white-rayed flower heads with yellow discs"
"dog fennel","weedy plant of southeastern United States having divided leaves and long clusters of greenish flowers"
"dyers' chamomile","Eurasian perennial herb with hairy divided leaves and yellow flowers"
"daisy fleabane","widely naturalized white-flowered North American herb"
"desert sunflower","slender hairy plant with few leaves and golden-yellow flower heads"
"daisy bush","any of various mostly Australian attractively shaped shrubs of the genus Olearia grown for their handsome and sometimes fragrant evergreen foliage and profusion of daisy flowers with white or purple or blue rays"
"dotted gayfeather","herb with many stems bearing narrow slender wands of crowded rose-lavender flowers"
"double gold","very tall branching herb with showy much-doubled yellow flower heads"
"dyer's weed","eastern North American herb whose yellow flowers are (or were) used in dyeing"
"dragon's mouth","a bog orchid with usually a solitary fragrant magenta pink blossom with a wide gaping corolla"
"downy brome","annual or winter annual grass with softly hairy leaves of the Mediterranean"
"downy bromegrass","annual or winter annual grass with softly hairy leaves of the Mediterranean"
"downy cheat","annual or winter annual grass with softly hairy leaves of the Mediterranean"
"dog grass","European grass spreading rapidly by creeping rhizomes"
"downy chess","annual or winter annual grass with softly hairy leaves of the Mediterranean"
"drooping brome","annual or winter annual grass with softly hairy leaves of the Mediterranean"
"dog bent","common grass with slender stems and narrow leaves"
"devil grass","trailing grass native to Europe now cosmopolitan in warm regions"
"dent corn","corn whose kernels contain both hard and soft starch and become indented at maturity"
"ditch reed","tall North American reed having relative wide leaves and large plumelike panicles"
"durum wheat","wheat with hard dark-colored kernels high in gluten and used for bread and pasta"
"dallis grass","tall tufted perennial tropical American grass naturalized as pasture and forage grass in southern United States"
"devil's turnip","white-flowered vine having thick roots and bearing small black berries"
"dishcloth gourd","any of several tropical annual climbers having large yellow flowers and edible young fruits"
"durian tree","tree of southeastern Asia having edible oval fruit with a hard spiny rind"
"deccan hemp","valuable fiber plant of East Indies now widespread in cultivation"
"deccan hemp","fiber from an East Indian plant Hibiscus cannabinus"
"downy manzanita","erect openly branched California shrub whose twigs are woolly when young"
"diapensia family","north temperate low evergreen plants"
"dog laurel","fast-growing evergreen shrub of southeastern United States having arching interlaced branches and racemes of white flowers"
"dog hobble","fast-growing evergreen shrub of southeastern United States having arching interlaced branches and racemes of white flowers"
"dryland blueberry","low deciduous shrub of the eastern United States bearing dark blue sweet berries"
"dryland berry","low deciduous shrub of the eastern United States bearing dark blue sweet berries"
"downy birch","European birch with dull white to pale brown bark and somewhat drooping hairy branches"
"desert olive","spiny branching deciduous shrub of southwestern United States having clusters of insignificant yellow-white flowers appearing before leaves followed by attractive black berrylike fruits"
"downy ash","smallish American tree with velvety branchlets and lower leaf surfaces"
"daphne family","family of trees and shrubs and herbs having tough bark that are found especially in Australia and tropical Africa"
"deer grass","any of several plants of the genus Rhexia usually having pink-purple to magenta flowers"
"dead nettle","a plants of the genus Pilea having drooping green flower clusters and smooth translucent stems and leaves"
"dead nettle","coarse bristly Eurasian plant with white or reddish flowers and foliage resembling that of a nettle"
"dead nettle","any of various plants of the genus Lamium having clusters of small usually purplish flowers with two lips"
"dead nettle","foul-smelling perennial Eurasiatic herb with a green creeping rhizome"
"dog violet","Old World leafy-stemmed blue-flowered violet"
"dyer's rocket","European mignonette cultivated as a source of yellow dye"
"devil lily","east Asian perennial having large reddish-orange black-spotted flowers with reflexed petals"
"day lily","any of numerous perennials having tuberous roots and long narrow bladelike leaves and usually yellow lily-like flowers that bloom for only a day"
"day lily","any of numerous perennials having mounds of sumptuous broad ribbed leaves and clusters of white, blue, or lilac flowers"
"dogtooth violet","perennial woodland spring-flowering plant"
"dog's-tooth violet","perennial woodland spring-flowering plant"
"daffodil garlic","European onion with white flowers"
"dragon tree","tall tree of the Canary Islands"
"death camas","any of various plants of the genus Zigadenus having glaucous leaves and terminal racemes of mostly white flowers"
"drumstick tree","deciduous or semi-evergreen tree having scented sepia to yellow flowers in drooping racemes and pods whose pulp is used medicinally"
"desert pea","sprawling shrubby perennial noted for its scarlet black-marked flowers"
"dyer's greenweed","small Eurasian shrub having clusters of yellow flowers that yield a dye"
"derris root","woody vine having bright green leaves and racemes of rose-tinted white flowers"
"date palm","tall tropical feather palm tree native to Syria bearing sweet edible fruit"
"dense-leaved elodea","aquatic plant with deep green foliage useful to oxygenate an aquarium"
"dog rose","prickly wild rose with delicate pink or white scentless flowers"
"damask rose","large hardy very fragrant pink rose"
"dewberry bush","any of several trailing blackberry brambles especially of North America"
"downy haw","American red-fruited hawthorn with stems and leaves densely covered with short woolly hairs"
"dyer's woodruff","creeping European perennial having red or pinkish-white flowers and red roots sometimes used as a substitute for madder in dyeing"
"devil's weed","tropical annual procumbent poisonous subshrub having fruit that splits into five spiny nutlets"
"downy poplar","North American poplar with large rounded scalloped leaves and brownish bark and wood"
"deciduous holly","a holly tree"
"date plum","an Asiatic persimmon tree cultivated for its small yellow or purplish-black edible fruit much valued by Afghan tribes"
"daily dew","any of various bog plants of the genus Drosera having leaves covered with sticky hairs that trap and digest insects"
"desert willow","evergreen shrubby tree resembling a willow of dry regions of southwestern North America having showy purplish flowers and long seed pods"
"dragon's head","American herb having sharply serrate lanceolate leaves and spikes of blue to violet flowers"
"desert paintbrush","most common paintbrush of western United States dry lands"
"devil's claw","annual of southern United States to Mexico having large whitish or yellowish flowers mottled with purple and a long curving beak"
"devil's flax","common European perennial having showy yellow and orange flowers"
"deadly nightshade","poisonous perennial Old World vine having violet flowers and oval coral-red berries"
"deadly nightshade","perennial Eurasian herb with reddish bell-shaped flowers and shining black berries"
"day jessamine","West Indian evergreen shrub having clusters of funnel-shaped white flowers that are fragrant by day"
"devil's apples","a plant of southern Europe and North Africa having purple flowers, yellow fruits and a forked root formerly thought to have magical powers"
"devil's milk","not unattractive European weed whose flowers turn toward the sun"
"devil's milk","an Old World spurge introduced as a weed in the eastern United States"
"dogwood family","a rosid dicot family of the order Umbellales including: genera Aucuba, Cornus, Corokia, Curtisia, Griselinia, Helwingia"
"dogwood tree","a tree of shrub of the genus Cornus often having showy bracts resembling flowers"
"dog's mercury","European perennial weedy plant with greenish flowers"
"dog mercury","European perennial weedy plant with greenish flowers"
"devil nettle","a stinging herb of tropical America"
"ditch fern","large deeply rooted fern of worldwide distribution with upright bipinnate compound tufted fronds"
"downy mildew","any of various fungi of the family Peronosporaceae parasitic on e.g. grapes and potatoes and melons"
"death cap","extremely poisonous usually white fungus with a prominent cup-shaped base"
"death cup","extremely poisonous usually white fungus with a prominent cup-shaped base"
"death angel","extremely poisonous usually white fungus with a prominent cup-shaped base"
"destroying angel","extremely poisonous usually white fungus with a prominent cup-shaped base"
"destroying angel","fungus similar to Amanita phalloides"
"devil's cigar","a common name for a variety of Sarcosomataceae"
"devil's urn","a common name for a variety of Sarcosomataceae"
"deer mushroom","a small edible agaric with a slender stalk"
"dog stinkhorn","a stinkhorn having a stalk without a cap"
"deciduous plant","a plant having foliage that is shed annually at the end of the growing season"
"desert plant","plant adapted for life with a limited supply of water"
"dry rot","a fungus causing dry rot"
"dry rot","a crumbling and drying of timber or bulbs or potatoes or fruit caused by a fungus"
"decompound leaf","a leaf having divisions that are themselves compound"
"deltoid leaf","a simple leaf shaped like a capital delta"
"dentate leaf","a leaf having a toothed margin"
"denticulate leaf","a leaf having a finely toothed margin"
"deer fern","fern with erect fronds of Europe and western North America"
"dagger fern","North American evergreen fern having pinnate leaves and dense clusters of lance-shaped fronds"
"desert selaginella","prostrate spikemoss"
"dirty money","goods or money obtained illegally"
"disposable income","income (after taxes) that is available to you for saving or spending"
"double dipping","two incomes received from the same source (as by holding a government job and receiving a government pension)"
"distribution cost","any cost incurred by a producer or wholesaler or retailer or distributor (as for advertising and shipping etc)"
"depreciation allowance","an allowance for loss due to depreciation"
"double damages","twice the amount that a court would normally find the injured party entitled to"
"depreciation charge","an amount periodically charged to expense or against revenue in compensation for depreciation of property"
"death benefit","insurance or pension money payable to a beneficiary of a deceased"
"disability benefit","insurance benefits paid in case of disability"
"door prize","tickets are passed out at the entrance to a dance or party or other social function and a prize is awarded to the holder of the winning ticket"
"departure tax","a tax that is levied when you are departing a country by land or sea or air"
"death tax","a tax on the estate of the deceased person"
"death duty","a tax on the estate of the deceased person"
"direct tax","a tax paid directly by the person or organization on whom it is levied"
"depreciation rate","the rate at which the value of property is reduced"
"debenture bond","the ability of a customer to obtain goods or services before payment, based on the trust that payment will be made in the future"
"degressive tax","any tax in which the rate decreases as the amount subject to taxation increases"
"deep pocket","a source of substantial wealth (usually plural)"
"discount rate","interest on an annual basis deducted in advance on a loan"
"discount rate","the rate of interest set by the Federal Reserve that member banks are charged when they borrow money through the Federal Reserve System"
"down payment","a partial payment made at the time of purchase"
"docking fee","a fee charged for a vessel to use a dock"
"drop-off charge","a fee added for returning a rented car to a location different from the one where it was rented"
"dividend warrant","an order of payment (such as a check payable to a shareholder) in which a dividend is paid"
"demand deposit","a bank deposit from which withdrawals can be made without notice"
"double eagle","a former gold coin in the United States worth 20 dollars"
"double eagle","(golf) a score of three strokes under par on a hole"
"disability check","a monthly payment made to someone who has become disabled and is unable to work"
"disability payment","a monthly payment made to someone who has become disabled and is unable to work"
"deferred payment","arrangement for deferred payment for goods and services"
"direct trust","a trust created by the free and deliberate act of the parties involved (usually on the basis of written documentation)"
"discretionary trust","a trust that gives the trustee discretion to pay the beneficiary as much of the trust income as the trustee believes appropriate"
"dollar bill","a piece of paper money worth one dollar"
"debit card","a card, usually plastic, that enables the holder to withdraw money or to have the cost of purchases charged directly to the holder's bank account"
"deposit account","a bank account (often a savings account) that money can be deposited and withdrawn from by the account holder. The deposit can be held for a fixed term in which withdrawals can be made only after giving notice or with loss of interest."
"dormant account","a savings account showing no activity (other than posting interest) for some specified period"
"demand note","a note payable on demand"
"debit entry","an accounting entry acknowledging sums that are owing"
"debit side","account of payments owed"
"debt limit","the maximum borrowing power of a governmental entity"
"debt ceiling","the maximum borrowing power of a governmental entity"
"debt instrument","a written promise to repay a debt"
"demand loan","a loan that is repayable on demand"
"direct loan","a loan by a lender to a customer without the use of a third party"
"defense mechanism","(psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires"
"defense reaction","(psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires"
"destructive metabolism","breakdown in living organisms of more complex substances into simpler ones together with release of energy"
"defence mechanism","(psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires"
"defence reaction","(psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires"
"dental caries","soft decayed area in a tooth"
"drying up","the process of extracting moisture"
"demand-pull inflation","inflation caused by an increase in demand or in the supply of money"
"destructive distillation","heating a solid substance in a closed container and collecting the volatile products"
"digital photography","a photographic method that stores the image digitally for later reproduction"
"displacement reaction","(chemistry) a reaction in which an elementary substance displaces and sets free a constituent element from a compound"
"double decomposition","a chemical reaction between two compounds in which parts of each are interchanged to form two new compounds (AB+CD=AD+CB)"
"dry plate","a former photographic method that used a glass plate coated with a light-sensitive gelatinous emulsion"
"dyadic operation","an operation on exactly two operands"
"data mining","data processing using sophisticated data search capabilities and statistical algorithms to discover patterns and correlations in large preexisting databases"
"data processing","(computer science) a series of operations on data by a computer in order to retrieve or transform or classify information"
"decoction process","(brewing) a process in which part of the mash is removed and boiled and then returned"
"decoction mashing","a brewing process in which part of the mash is removed, boiled, and then returned"
"decomposition reaction","(chemistry) separation of a substance into two or more substances that may differ from each other and from the original substance"
"deflationary spiral","an episode of deflation in which prices and wages decrease at an increasing rate and currency gains in value"
"drag coefficient","the ratio of the drag on a body moving through air to the product of the velocity and the surface area of the body"
"dynamic viscosity","a measure of the resistance to flow of a fluid under an applied force"
"definite quantity","a specific measure of amount"
"dissociation constant","the equilibrium constant for a reversible dissociation"
"dry unit","a unit of capacity for dry commodities (as fruit or grain)"
"dry measure","a unit of capacity for dry commodities (as fruit or grain)"
"displacement unit","a unit of measurement of volume or capacity"
"dry pint","a United States dry unit equal to 0.5 quart or 33.6 cubic inches"
"dry quart","a United States dry unit equal to 2 pints or 67.2 cubic inches"
"duck's egg","in cricket, a score of nothing by a batsman"
"decimal fraction","a proper fraction whose denominator is a power of 10"
"degree centigrade","a degree on the centigrade scale of temperature"
"degree Celsius","a degree on the centigrade scale of temperature"
"degree Fahrenheit","a degree on the Fahrenheit scale of temperature"
"degree day","a unit used in estimating fuel requirements for heating a building"
"degree day","the day on which university degrees are conferred"
"double digit","a two-digit integer"
"decimal digit","a digit from 0 to 9 in decimal notation"
"duodecimal digit","a digit from 0 to 11 in duodecimal notation"
"durative aspect","the aspect of a verb that expresses its duration"
"due south","the cardinal compass point that is at 180 degrees"
"due west","the cardinal compass point that is a 270 degrees"
"doctor-patient relation","the responsibility of a physician to act in the best interests of the patient"
"diametrical opposition","the relation of opposition along a diameter"
"due north","the cardinal compass point that is at 0 or 360 degrees"
"disjunctive conjunction","the conjunctive relation of units that expresses the disjunction of their meanings"
"declarative mood","a mood (grammatically unmarked) that represents the act or state as an objective fact"
"due east","the cardinal compass point that is at 90 degrees"
"distorted shape","a shape resulting from distortion"
"double helix","a pair of parallel helices intertwined about a common axis"
"direct contrast","the opposition or dissimilarity of things that are compared"
"director-stockholder relation","the responsibility of corporate directors to act in the best interests of stockholders"
"diabetic acidosis","acidosis with an accumulation of ketone bodies"
"desperate straits","a state of extreme distress"
"dire straits","a state of extreme distress"
"dynamic balance","(aeronautics) the state of equilibrium in which centrifugal forces due to a rotating mass (e.g., a propeller) do not produce force in the shaft and so vibration is reduced"
"deep freeze","temporary inactivity or suspension"
"deep freeze","store in a deep-freeze, as for conservation"
"degenerative disorder","condition leading to progressive loss of function"
"drug addiction","an addiction to a drug (especially a narcotic drug)"
"distributive shock","shock caused by poor distribution of the blood flow"
"decompression sickness","pain resulting from rapid change in pressure"
"deviated septum","abnormal displacement of any wall that separates two chambers (usually in the nasal cavity)"
"disseminated sclerosis","a chronic progressive nervous disorder involving loss of myelin sheath around certain nerve fibers"
"diabetes mellitus","diabetes caused by a relative or absolute deficiency of insulin and characterized by polyuria"
"diabetes insipidus","a rare form of diabetes resulting from a deficiency of vasopressin (the pituitary hormone that regulates the kidneys)"
"double pneumonia","lobar pneumonia involving both lungs"
"dengue fever","an infectious disease of the tropics transmitted by mosquitoes and characterized by rash and aching head and joints"
"dandy fever","an infectious disease of the tropics transmitted by mosquitoes and characterized by rash and aching head and joints"
"delta hepatitis","a severe form of hepatitis"
"double vision","visual impairment in which an object is seen as two objects"
"dhobi itch","fungal infection attacking moist parts of the body"
"desert rheumatism","an infection of the lungs and skin characterized by excessive sputum and nodules"
"degenerative arthritis","chronic breakdown of cartilage in the joints"
"dysostosis multiplex","hereditary disease (autosomal recessive) consisting of an error is mucopolysaccharide metabolism"
"drepanocytic anemia","a congenital form of anemia occurring mostly in blacks"
"drepanocytic anaemia","a congenital form of anemia occurring mostly in blacks"
"dumdum fever","leishmaniasis of the viscera"
"deficiency disease","any disease caused by a lack of an essential nutrient (as a vitamin or mineral)"
"decubitus ulcer","a chronic ulcer of the skin caused by prolonged pressure on it (as in bedridden patients)"
"duodenal ulcer","a peptic ulcer of the duodenum"
"dermoid cyst","a cystic tumor (usually benign) with a wall lined with epithelium and a cavity containing other material"
"diaper rash","dermatitis of the thighs and buttocks of infants"
"diaper dermatitis","dermatitis of the thighs and buttocks of infants"
"dry socket","inflammation in the socket of a tooth"
"diabetic retinopathy","retinopathy involving damage to the small blood vessels in the retina"
"damping off","a plant disease caused by a fungus"
"diaphragmatic hernia","hernia resulting from the protrusion of part of the stomach through the diaphragm"
"dog bite","a bite inflicted by a dog"
"depressed fracture","fracture of the skull where the bone is pushed in"
"displaced fracture","fracture in which the two ends of the broken bone are separated from one another"
"diaphragmatic pleurisy","an acute infectious disease occurring in epidemic form and featuring paroxysms of pain (usually in the chest)"
"dry gangrene","(pathology) gangrene that develops in the presence of arterial obstruction and is characterized by dryness of the dead tissue and a dark brown color"
"depersonalization disorder","emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness"
"depersonalisation disorder","emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness"
"depersonalization neurosis","emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness"
"depersonalisation neurosis","emotional dissociative disorder in which there is loss of contact with your own personal reality accompanied by feelings of unreality and strangeness"
"delusional disorder","any mental disorder in which delusions play a significant role"
"delirium tremens","acute delirium caused by alcohol poisoning"
"dementia praecox","any of several psychotic disorders characterized by distortions of reality and disturbances of thought and language and withdrawal from social contact"
"depressive disorder","a state of depression and anhedonia so severe as to require clinical intervention"
"dysthymic depression","mild chronic depression"
"disorganized schizophrenia","a form of schizophrenia characterized by severe disintegration of personality including erratic speech and childish mannerisms and bizarre behavior"
"dog's breakfast","a poor job"
"dog's dinner","a poor job"
"dissociative disorder","dissociation so severe that the usually integrated functions of consciousness and perception of self break down"
"dead duck","something doomed to failure"
"dowager's hump","abnormal spinal curvature that results when osteoporosis causes the spine to collapse"
"diplomatic immunity","exemption from taxation or normal processes of law that is offered to diplomatic personnel in a foreign country"
"delayed allergy","an allergic reaction that becomes apparent only hours after contact"
"descensus uteri","prolapse of the uterus"
"dark matter","(cosmology) a hypothetical form of matter that is believed to make up 90 percent of the universe"
"dry mouth","abnormal dryness of the mouth resulting from decreased secretion of saliva"
"day blindness","inability to see clearly in bright light"
"detached retina","visual impairment resulting from the retina becoming separated from the choroid in the back of the eye"
"divergent strabismus","strabismus in which one or both eyes are directed outward"
"dibasic acid","an acid containing two replaceable hydrogen atoms per molecule"
"dispersed phase","(of colloids) a substance in the colloidal state"
"dispersed particles","(of colloids) a substance in the colloidal state"
"dispersing phase","(of colloids) a substance in which another is colloidally dispersed"
"dispersion medium","(of colloids) a substance in which another is colloidally dispersed"
"dispersing medium","(of colloids) a substance in which another is colloidally dispersed"
"dimethyl ketone","the simplest ketone"
"domoic acid","a neurotoxin that is deadly for humans"
"diesel oil","a heavy mineral oil used as fuel in diesel engines"
"diesel fuel","a heavy mineral oil used as fuel in diesel engines"
"dental amalgam","an alloy of mercury with another metal (usually silver) used by dentists to fill cavities in teeth"
"denatured alcohol","ethyl alcohol that is unfit for drinking but is still useful for other purposes"
"delta iron","an allotrope of iron that is stable between 1403 degrees centigrade and the melting point (= 1532 degrees)"
"deuterium oxide","water containing a substantial proportion of deuterium atoms, used in nuclear reactors"
"drying oil","an oil that hardens in air due to oxidation and is often used as a paint or varnish base"
"decanedioic acid","a dicarboxylic acid used to make resins"
"drying agent","a substance that promotes drying (e.g., calcium oxide absorbs water and is used to remove moisture)"
"decanoic acid","a fatty acid found in animal oils and fats"
"diethylaminoethyl cellulose","used for chromatography"
"dental gold","an alloy of gold used in dentistry"
"desert soil","a type of soil that develops in arid climates"
"desertic soil","a type of soil that develops in arid climates"
"dimpled chad","a chad that has been punched or dimpled but all four corners are still attached"
"dihydric alcohol","any of a class of alcohols having 2 hydroxyl groups in each molecule"
"distilled water","water that has been purified by distillation"
"dressed ore","the desired mineral that is left after impurities have been removed from mined ore"
"drill steel","carbon steel used for rock drills and dowels"
"drill rod","carbon steel used for rock drills and dowels"
"docosahexaenoic acid","an omega-3 fatty acid with 22 carbon atoms"
"dragon's blood","a dark red resinous substance derived from various trees and used in photoengraving"
"drawing paper","paper that is specially prepared for use in drafting"
"drilling mud","a mixture of clays and chemicals and water"
"drilling fluid","a mixture of clays and chemicals and water"
"deoxyadenosine monophosphate","one of the four nucleotides used in building DNA"
"deoxycytidine monophosphate","one of the four nucleotides used in building DNA"
"deoxyguanosine monophosphate","one of the four nucleotides used in building DNA"
"deoxythymidine monophosphate","one of the four nucleotides used in building DNA"
"deoxyribonucleic acid","(biochemistry) a long linear polymer found in the nucleus of a cell and formed from nucleotides and shaped like a double helix"
"desoxyribonucleic acid","(biochemistry) a long linear polymer found in the nucleus of a cell and formed from nucleotides and shaped like a double helix"
"diatomaceous earth","a light soil consisting of siliceous diatom remains and often used as a filtering material"
"dammar resin","any of various hard resins from trees of the family Dipterocarpaceae and of the genus Agathis"
"drawing ink","a black liquid ink used for printing or writing or drawing"
"dodecanoic acid","a crystalline fatty acid occurring as glycerides in natural fats and oils (especially coconut oil and palm-kernel oil)"
"dichloroethyl sulfide","a toxic war gas with sulfide based compounds that raises blisters and attacks the eyes and lungs"
"dolphin oil","an unsaturated fatty oil obtained from dolphins and used as a fine lubricant"
"double salt","a solution of two simple salts that forms a single substance on crystallization"
"direct dye","dye with a high affinity for cellulose fibers (cotton or rayon etc.)"
"dichromic acid","the hypothetical acid (H2Cr2O7) from which dichromates are derived"
"dry ice","solidified carbon dioxide"
"dissolving agent","a liquid substance capable of dissolving other substances"
"digitalis glycoside","a powerful cardiac stimulant obtained from foxglove"
"detergent builder","a substance added to soaps or detergents to increase their cleansing action"
"daylight-saving time","time during which clocks are set one hour ahead of local standard time"
"daylight-savings time","time during which clocks are set one hour ahead of local standard time"
"daylight saving","time during which clocks are set one hour ahead of local standard time"
"daylight savings","time during which clocks are set one hour ahead of local standard time"
"day off","a day when you are not required to work"
"drinking age","the age at which is legal for a person to buy alcoholic beverages"
"due date","the date on which an obligation must be repaid"
"departure time","the time at which a public conveyance is scheduled to depart from a given point of origin"
"duple time","musical time with two beats in each bar"
"diamond jubilee","an anniversary celebrating the passage of 60 years"
"dog days","the hot period between early July and early September"
"diamond wedding","the 60th wedding anniversary"
"dead air","an inadvertent interruption in a broadcast during which there is no sound"
"dry season","one of the two seasons in tropical climates"
"data rate","the rate at which circuits or other devices operate when handling digital information"
"death rate","the ratio of deaths in an area to the population of that area"
"dose rate","the quantity of radiation absorbed per unit time"
"doss down","sleep in a convenient place"
"duty period","the time period during which you are at work"
"duty tour","a period of time spent in military service"
"dope off","change from a waking to a sleeping state"
"drift off","change from a waking to a sleeping state"
"drop off","change from a waking to a sleeping state"
"drop off","fall or diminish"
"drop off","get worse"
"drop off","retreat"
"drop off","leave or unload"
"doze off","change from a waking to a sleeping state"
"drowse off","change from a waking to a sleeping state"
"dress up","put on special clothes to appear particularly appealing and attractive"
"dress up","dress in a certain manner"
"dress up","dress in a costume"
"dress up","make something appear superficially attractive"
"dress up","put a caparison on"
"deck up","put on special clothes to appear particularly appealing and attractive"
"deck out","put on special clothes to appear particularly appealing and attractive"
"dress down","dress informally and casually"
"dress down","censure severely or angrily"
"doll up","use special care in dressing, making-up, etc."
"do up","use special care in dressing, making-up, etc."
"do up","wrap for decorative purposes"
"dope up","give a narcotic to"
