word,definition
"deflexion","the movement of the pointer or pen of a measuring instrument from its zero position"
"deflexion","the amount by which a propagating wave is bent"
"depletion","the act of decreasing something markedly"
"depletion","the state of being depleted"
"deflation","the act of letting the air out of something"
"deflation","a contraction of economic activity resulting in a decline of prices"
"deflation","(geology) the erosion of soil as a consequence of sand and dust and loose rocks being removed by the wind"
"dispersal","the act of dispersing or diffusing something"
"diffusion","the act of dispersing or diffusing something"
"diffusion","the property of being diffused or dispersed"
"diffusion","the spread of social institutions (and myths and skills) from one society to another"
"diffusion","(physics) the process in which there is movement of a substance from an area of high concentration of that substance to an area of lower concentration"
"deduction","the act of subtracting (removing a part from the whole)"
"deduction","the act of reducing the selling price of merchandise"
"deduction","reasoning from the general to the particular (or from cause to effect)"
"deduction","something that is inferred (deduced or entailed or implied)"
"deduction","an amount or percentage deducted"
"deduction","a reduction in the gross amount on which a tax is calculated"
"disregard","willful lack of care and attention"
"disregard","lack of attention and due care"
"disregard","give little or no attention to"
"disregard","bar from attention or consideration"
"disregard","refuse to acknowledge"
"dribbling","the propulsion of a ball by repeated taps or kicks"
"debunking","the exposure of falseness or pretensions"
"dalliance","the deliberate act of delaying and playing instead of working"
"detecting","a police investigation to determine the perpetrator"
"diligence","a diligent effort"
"diligence","conscientiousness in paying proper attention to a task"
"diligence","persevering determination to perform a task"
"diathermy","a method of physical therapy that involves generating local heat in body tissues by high-frequency electromagnetic currents"
"detrition","effort expended in moving one object over another with pressure"
"detrition","the wearing down of rock particles by friction due to water or wind or ice"
"detrition","erosion by friction"
"devilment","reckless or malicious behavior that causes discomfort or annoyance in others"
"depravity","a corrupt or depraved or degenerate act or practice"
"depravity","moral perversion"
"duplicity","acting in bad faith"
"duplicity","a fraudulent or duplicitous representation"
"direction","the act of setting and holding a course"
"direction","the act of managing something"
"direction","the concentration of attention or energy on something"
"direction","a general course along which something has a tendency to develop"
"direction","something that provides direction or advice as to a decision or course of action"
"direction","a message describing how something is to be done"
"direction","a formal statement of a command or injunction to do something"
"direction","a line leading to a place or point"
"direction","the spatial relation between something and the course along which it points or moves"
"didactics","the activities of educating or instructing"
"dramatics","participation in theatrical productions as an extracurricular activity"
"dramatics","the art of writing and producing plays"
"depiction","representation by drawing or painting etc"
"depiction","a drawing of the outlines of forms or objects"
"depiction","a representation by picture or portraiture"
"depiction","a graphic or vivid verbal description"
"decoupage","the art of decorating a surface with shapes or pictures and then coating it with vanish or lacquer"
"decoupage","art produced by decorating a surface with cutouts and then coating it with several layers of varnish or lacquer"
"distemper","a method of painting in which the pigments are mixed with water and a binder"
"distemper","a painting created with paint that is made by mixing the pigments with water and a binder"
"distemper","paint made by mixing the pigments with water and a binder"
"distemper","an angry and disagreeable mood"
"distemper","any of various infectious viral diseases of animals"
"distemper","paint with distemper"
"dosimetry","measuring the dose of radiation emitted by a radioactive source"
"debarment","the act of prevention by legal means"
"debarment","the state of being debarred (excluded from enjoying certain possessions or rights or practices)"
"demurrage","detention of a ship or freight car or other cargo beyond its scheduled time of departure"
"demurrage","a charge required as compensation for the delay of a ship or freight car or other cargo beyond its scheduled time of departure"
"deferment","act of putting off to a future time"
"disbursal","the act of spending or disbursing money"
"disbursal","amounts paid for goods and services that may be currently tax deductible (as opposed to capital expenditures)"
"detention","a punishment in which a student must stay at school after others have gone home"
"detention","a state of being confined, usually for a short time"
"dispraise","the act of speaking contemptuously of"
"deference","a courteous expression, by word or deed, of esteem or regard"
"deference","a disposition or tendency to yield to the will of others"
"deference","courteous regard for people's feelings"
"difflugia","a protozoan with an ovoid shell of cemented sand grains"
"dickybird","small bird"
"devilfish","extremely large pelagic tropical ray that feeds on plankton and small fishes"
"devilfish","bottom-living cephalopod having a soft oval body with eight long tentacles"
"devilfish","medium-sized greyish-black whale of the northern Pacific"
"dowitcher","shorebird of the sandpiper family that resembles a snipe"
"dachshund","small long-bodied short-legged German breed of dog having a short sleek coat and long drooping ears"
"deerhound","very large and tall rough-coated dog bred for hunting deer"
"dalmatian","a large breed having a smooth white coat with black or brown spots"
"dorbeetle","Old World dung beetle that flies with a droning sound"
"doodlebug","the larva of any of several insects"
"doodlebug","a small jet-propelled winged missile that carries a bomb"
"doodlebug","a small motor vehicle"
"dobsonfly","large soft-bodied insect having long slender mandibles in the male"
"dragonfly","slender-bodied non-stinging insect having iridescent wings that are outspread at rest"
"damselfly","slender non-stinging insect similar to but smaller than the dragonfly but having wings folded when at rest"
"dinoceras","a variety of dinocerate"
"drayhorse","draft horse kept for pulling carts"
"dromedary","one-humped camel of the hot deserts of northern Africa and southwestern Asia"
"driftfish","small (6 inches) tropical butterfishes found worldwide"
"driftfish","larger butterfishes of the western Atlantic from the New York area to the northern Gulf of Mexico"
"deodorant","a toiletry applied to the skin in order to mask unpleasant odors"
"deathtrap","any structure that is very unsafe"
"depilator","a cosmetic for temporary removal of undesired hair"
"depressor","a device used by physician to press a part down or aside"
"depressor","any nerve whose activity tends to reduce the activity or tone of the body part it serves"
"depressor","any skeletal muscle that draws a body part down"
"dermatome","a surgical instrument used to cut very thin slices of skin"
"deflector","a device intended to turn aside the flow of something (water or air or smoke etc)"
"defroster","heater that removes ice or frost, as from car windows, a refrigerator, or the wings of an airplane"
"dartboard","a circular board of wood or cork used as the target in the game of darts"
"dashboard","instrument panel on an automobile or airplane containing dials and controls"
"dashboard","protective covering consisting of a panel to protect people from the splashing water or mud etc."
"dasymeter","densimeter consisting of a thin glass globe that is weighed in a gas to determine its density"
"demitasse","small coffee cup"
"demitasse","small cup of strong black coffee without milk or cream"
"davenport","a large sofa usually convertible into a bed"
"davenport","a small decorative writing desk"
"deadlight","a strong shutter over a ship's porthole that is closed in stormy weather"
"diaphragm","a mechanical device in a camera that controls size of aperture of the lens"
"diaphragm","electro-acoustic transducer that vibrates to receive or produce sound waves"
"diaphragm","a contraceptive device consisting of a flexible dome-shaped cup made of rubber or plastic"
"diaphragm","(anatomy) a muscular partition separating the abdominal and thoracic cavities"
"digitizer","device for converting analogue signals into digital signals"
"digitiser","device for converting analogue signals into digital signals"
"diazoxide","vasodilator (trade name Hyperstat) used to treat severe hypertension"
"digitoxin","digitalis preparation used to treat congestive heart failure or cardiac arrhythmia"
"dibucaine","a local anesthetic that is administered by injection"
"diltiazem","a calcium blocker (trade name Cardizem) used in treating hypertension or angina or heart failure"
"dishcloth","a cloth for washing dishes"
"dishtowel","a towel for drying dishes"
"derringer","a pocket pistol of large caliber with a short barrel"
"destroyer","a small fast lightly armored but heavily armed warship"
"destroyer","a person who destroys or ruins or lays waste to"
"dicumarol","an anticoagulant drug that has now been largely replaced by warfarin"
"detonator","a mechanical or electrical explosive device or a small amount of explosive"
"dispenser","a container so designed that the contents can be used in prescribed amounts"
"dispenser","a person who dispenses"
"developer","photographic equipment consisting of a chemical solution for developing film"
"developer","someone who develops real estate, especially someone who prepares a site for residential or commercial use"
"dollhouse","a small model of a house used as a toy by children"
"dollhouse","a house so small that it is likened to a child's plaything"
"doxazosin","an antihypertensive drug (trade name Cardura) that works by relaxing blood vessels so that blood passes through them more easily"
"doorframe","the frame that supports a door"
"drainpipe","a pipe through which liquid is carried away"
"doorplate","a nameplate fastened to a door"
"drainplug","a removable plug for holding water in a tub or basin"
"dormitory","a college or university building containing living quarters for students"
"dormitory","a large sleeping room containing several beds"
"dosemeter","a measuring instrument for measuring doses of ionizing radiation (X-rays or radioactivity)"
"dosimeter","a measuring instrument for measuring doses of ionizing radiation (X-rays or radioactivity)"
"drawknife","a woodworker's knife to shave surfaces"
"drawshave","a woodworker's knife to shave surfaces"
"drawnwork","ornamental needlework done by drawing threads to form lacelike patterns"
"doohickey","something unspecified whose name is either forgotten or not known"
"doojigger","something unspecified whose name is either forgotten or not known"
"drop-leaf","a hinged leaf on a table that can be raised and supported by a bracket"
"drugstore","a retail shop where medicine and other articles are sold"
"dustcloth","a piece of cloth used for dusting"
"drumstick","a stick used for playing a drum"
"drumstick","the lower joint of the leg of a fowl"
"dripstone","a protective drip that is made of stone"
"dripstone","the form of calcium carbonate found in stalactites and stalagmites"
"dye-works","a workshop where dyeing is done"
"duckboard","a boardwalk laid across muddy ground"
"dosshouse","a cheap lodging house"
"deformity","an appearance that has been spoiled or is misshapen"
"deformity","an affliction in which some part of the body is misshapen or malformed"
"disparity","inequality or difference in some respect"
"diversity","the condition or result of being changeable"
"diversity","noticeable heterogeneity"
"dowdiness","having a drab or dowdy quality"
"diplomacy","subtly skillful handling of a situation"
"diplomacy","wisdom in the management of public affairs"
"diplomacy","negotiation between nations"
"dishonour","lacking honor or integrity"
"dishonour","a state of shame or disgrace"
"dishonour","refuse to accept"
"dishonour","bring shame or dishonor upon"
"dirtiness","obscenity in speech or writing"
"dirtiness","the state of containing dirty impurities"
"dirtiness","the state of being unsanitary"
"demeanour","the way a person behaves toward other people"
"denseness","the amount per unit size"
"denseness","the spatial property of being crowded together"
"denseness","the quality of being mentally slow and limited"
"downiness","a light softness"
"duskiness","a swarthy complexion"
"duskiness","the state of being poorly illuminated"
"dominance","superior development of one side of the body"
"dominance","the power or right to give orders or make decisions"
"dominance","the organic phenomenon in which one of a pair of alleles present in a genotype is expressed in the phenotype and the other allele of the pair is not"
"dominance","the state that exists when one person or group has power over another"
"dumpiness","a short and stout physique"
"ductility","the malleability of something that can be drawn into threads or wires or hammered into thin sheets"
"decubitus","a reclining position (as in a bed)"
"downgrade","the property possessed by a slope or surface that descends"
"downgrade","rate lower"
"dimension","magnitude or extent"
"dimension","the magnitude of something in a particular direction (especially length or width or height)"
"dimension","a construct whereby objects or individuals can be distinguished"
"dimension","one of three Cartesian coordinates that determine a position in space"
"dimension","shape or form to required dimensions"
"dimension","indicate the dimensions on"
"decrement","the amount by which something decreases"
"decrement","a process of becoming smaller or shorter"
"dreadlock","one of many long thin braids of hair radiating from the scalp"
"dentition","the kind and number and arrangement of teeth (collectively) in a person or animal"
"dentition","the eruption through the gums of baby teeth"
"diaphysis","the main (mid) section of a long bone"
"dexterity","adroitness in using the hands"
"dreamland","a pleasing country existing only in dreams or imagination"
"disbelief","doubt about the truth of something"
"disbelief","a rejection of belief"
"depicting","a representation by picture or portraiture"
"digestion","learning and coming to understand ideas and information"
"digestion","the organic process by which food is converted into substances that can be absorbed into the body"
"digestion","the process of decomposing organic matter by bacteria or by chemical action or heat"
"democracy","the doctrine that the numerical majority of an organized group can make decisions binding on the whole group"
"democracy","the political orientation of those who favor government by the people or by their elected representatives"
"democracy","a political system in which the supreme power lies in a body of citizens who can elect people to represent them"
"diabolism","a belief in and reverence for devils (especially Satan)"
"dietetics","the scientific study of food preparation and intake"
"dysgenics","the study of the operation of factors causing degeneration in the type of offspring produced"
"dentistry","the branch of medicine dealing with the anatomy, development and diseases of the teeth"
"diachrony","the study of linguistic change"
"dogmatism","the intolerance and prejudice of a bigot"
"disfavour","an inclination to withhold approval from some person or group"
"disfavour","the state of being out of favor"
"disfavour","put at a disadvantage"
"discourse","extended verbal expression in speech or writing"
"discourse","an extended communication (often interactive) dealing with some particular topic"
"discourse","an address of a religious nature (usually delivered during a church service)"
"discourse","talk at length and formally about a topic"
"discourse","carry on a conversation"
"discourse","to consider or examine in speech or writing"
"dithyramb","in ancient Greece, a passionate hymn usually in honor of Dionysus"
"dithyramb","a wildly enthusiastic speech or piece of writing"
"dictation","matter that has been dictated and transcribed"
"dictation","speech intended for reproduction in writing"
"dictation","an authoritative direction or instruction to do something"
"directory","an alphabetical list of names and addresses"
"directory","(computer science) a listing of the files stored in memory (usually on a hard disk)"
"debenture","a certificate or voucher acknowledging a debt"
"debenture","the ability of a customer to obtain goods or services before payment, based on the trust that payment will be made in the future"
"denotatum","an actual object referred to by a linguistic expression"
"docudrama","a film or TV program presenting the facts about a person or event"
"doctorate","one of the highest earned academic degrees conferred by a university"
"diaeresis","a diacritical mark, typically two dots, placed over a vowel to indicate a change in sound"
"descender","the part of lowercase letters that extends below the other lowercase letters"
"descender","a lowercase letter that has a part extending below other lowercase letters"
"descender","someone who descends"
"diphthong","a vowel sound that starts near the articulatory position for one vowel and moves toward the position for another"
"disowning","refusal to acknowledge as one's own"
"detailing","an individualized description of a particular instance"
"disavowal","denial of any connection with or knowledge of"
"damnation","the act of damning"
"damnation","the state of being condemned to eternal punishment in Hell"
"determent","a communication that makes you afraid to try something"
"ding-dong","the noise made by a bell"
"detriment","a damage or loss"
"deliquium","a spontaneous loss of consciousness caused by insufficient blood to the brain"
"decathlon","an athletic contest consisting of ten different events"
"despising","a feeling of scornful hatred"
"dysphoria","abnormal depression and discontent"
"defeatism","acceptance of the inevitability of defeat"
"drippings","fat that exudes from meat and drips off while it is being roasted or fried"
"dumplings","small balls or strips of boiled or steamed dough"
"demiglace","sauce Espagnole with extra beef stock simmered down and seasoned with dry wine or sherry"
"dichotomy","being twofold"
"demimonde","a class of woman not considered respectable because of indiscreet or promiscuous behavior"
"despotism","a form of government in which the ruler is an absolute dictator (not restricted by a constitution or laws or opposition etc.)"
"despotism","dominance through threat of punishment and violence"
"declivity","a downward slope or bend"
"downslope","a downward slope or bend"
"disputant","a person who disputes"
"defendant","a person or institution against whom an action is brought in a court of law"
"defrauder","a person who swindles you by means of deception or fraud"
"dairymaid","a woman who works in a dairy"
"denturist","someone who makes dental appliances (bridges and dentures)"
"diplomate","medical specialist whose competence has been certified by a diploma granted by an appropriate professional group"
"deaconess","a woman deacon"
"depositor","a person who has deposited money in a bank or similar institution"
"dissenter","a person who dissents from some established policy"
"disturber","a troubler who interrupts or interferes with peace and quiet"
"distiller","someone who distills alcoholic liquors"
"debutante","a young woman making her debut into society"
"desperado","a bold outlaw (especially on the American frontier)"
"decorator","someone who decorates"
"decorator","a person who specializes in designing architectural interiors and their furnishings"
"draftsman","an artist skilled at drawing"
"draftsman","a skilled worker who draws plans of buildings or machines"
"detective","a police officer who investigates crimes"
"detective","an investigator engaged or employed in obtaining information not easily available to the public"
"defaulter","a contestant who forfeits a match"
"defaulter","someone who fails to meet a financial obligation"
"defaulter","someone who fails to make a required appearance in court"
"defeatist","someone who is resigned to defeat without offering positive suggestions"
"detractor","one who disparages or belittles the worth of something"
"defecator","a person who defecates"
"dogmatist","a stubborn person of arbitrary or arrogant opinions"
"deliverer","a person who gives up or transfers money or goods"
"deliverer","someone employed to make deliveries"
"deliverer","a person who rescues you from harm or danger"
"demagogue","a political leader who seeks support by appealing to popular passions and prejudices"
"dichromat","a person with any of the various forms of dichromacy"
"dietician","a specialist in the study of nutrition"
"dietitian","a specialist in the study of nutrition"
"diesinker","someone who makes dies"
"dynamiter","a person who uses dynamite in a revolutionary cause"
"dramatist","someone who writes plays"
"driveller","a person who dribbles"
"driveller","someone whose talk is trivial drivel"
"do-gooder","someone devoted to the promotion of human welfare and to social reforms"
"debauchee","a dissolute person"
"despoiler","someone who takes spoils or plunder (as in war)"
"disprover","a debater who refutes or disproves by offering contrary evidence or argument"
"diabolist","an adherent of Satan or Satanism"
"disburser","someone who spends money to purchase goods or services"
"dignitary","an important or influential (and often overbearing) person"
"dichroism","pleochroism of a crystal so that it exhibits two different colors when viewed from two different directions"
"downdraft","a strong downward air current"
"dandelion","any of several herbs of the genus Taraxacum having long tap roots and deeply notched leaves and bright yellow flowers followed by fluffy seed balls"
"drop-seed","a grass of the genus Sporobolus"
"diapensia","any boreal low-growing evergreen plant of the genus Diapensia"
"deerberry","small branching blueberry common in marshy areas of the eastern United States having greenish or yellowish unpalatable berries reputedly eaten by deer"
"devilwood","small tree of southern United States having panicles of dull white flowers followed by dark purple fruits"
"divi-divi","small thornless tree or shrub of tropical America whose seed pods are a source of tannin"
"divi-divi","twisted seed pods of the divi-divi tree"
"dayflower","any plant of the family Commelinaceae"
"ditchmoss","submerged freshwater perennials"
"dichondra","a creeping perennial herb with hairy stems and orbicular to reniform leaves and small white to greenish flowers"
"digitalis","any of several plants of the genus Digitalis"
"digitalis","a powerful cardiac stimulant obtained from foxglove"
"deepening","accumulating and becoming more intense"
"deepening","a process of becoming deeper and more profound"
"diplotene","the fourth stage of the prophase of meiosis"
"dithering","the process of representing intermediate colors by patterns of tiny colored dots that simulate the desired color"
"decoction","(pharmacology) the extraction of water-soluble drug substances by boiling"
"deciliter","a metric unit of volume equal to one tenth of a liter"
"decilitre","a metric unit of volume equal to one tenth of a liter"
"dekaliter","a metric unit of volume or capacity equal to 10 liters"
"dekalitre","a metric unit of volume or capacity equal to 10 liters"
"decaliter","a metric unit of volume or capacity equal to 10 liters"
"decalitre","a metric unit of volume or capacity equal to 10 liters"
"decimeter","a metric unit of length equal to one tenth of a meter"
"decimetre","a metric unit of length equal to one tenth of a meter"
"decameter","a metric unit of length equal to ten meters"
"dekameter","a metric unit of length equal to ten meters"
"decametre","a metric unit of length equal to ten meters"
"dekametre","a metric unit of length equal to ten meters"
"doubleton","(bridge) a pair of playing cards that are the only cards in their suit in the hand dealt to a player"
"deuce-ace","the cardinal number that is the sum of one and one and one"
"dodecagon","a twelve-sided polygon"
"desuetude","a state of inactivity or disuse"
"dysphagia","condition in which swallowing is difficult or painful"
"dystrophy","any degenerative disorder resulting from inadequate or faulty nutrition"
"dystrophy","any of several hereditary diseases of the muscular system characterized by weakness and wasting of skeletal muscles"
"dyscrasia","an abnormal or physiologically unbalanced state of the body"
"dysphasia","an impairment of language, especially speech production, that is usually due to brain damage"
"dysentery","an infection of the intestines marked by severe diarrhea"
"dichromia","a deficiency of color vision in which the person can match any given hue by mixing only two other wavelengths of light (as opposed to the three wavelengths needed by people with normal color vision)"
"diastasis","separation of an epiphysis from the long bone to which it is normally attached without fracture of the bone"
"dyspepsia","a disorder of digestive function characterized by discomfort or heartburn or nausea"
"dysplasia","abnormal development (of organs or cells) or an abnormal structure resulting from such growth"
"dysphonia","speech disorder attributable to a disorder of phonation"
"dyschezia","difficulty in defecating (usually as a consequence of long continued voluntary suppression of the urge to defecate)"
"diarrhoea","frequent and watery bowel movements"
"dizziness","a reeling sensation"
"dysthymia","mild chronic depression"
"disesteem","the state in which esteem has been lost"
"disesteem","have little or no respect for"
"disrepute","the state of being held in low esteem"
"discredit","the state of being held in low esteem"
"discredit","reject as false"
"discredit","cause to be distrusted or disbelieved"
"discredit","damage the reputation of"
"decadence","the state of being degenerate in mental or moral qualities"
"decadency","the state of being degenerate in mental or moral qualities"
"diathesis","constitutional predisposition to a particular disease or abnormality"
"dejection","a state of melancholy depression"
"dejection","solid excretory product evacuated from the bowels"
"dinginess","discoloration due to dirtiness"
"dustiness","the state of being covered with dust"
"descensus","the slipping or falling out of place of an organ, commonly referring to the uterus"
"disrepair","in need of repairs"
"diamagnet","a substance that exhibits diamagnetism"
"deuterium","an isotope of hydrogen which has one neutron (as opposed to zero neutrons in hydrogen)"
"damourite","a variety of muscovite"
"diazonium","the univalent cation R-N:N- (where R is an aromatic hydrocarbon)"
"desiccant","a substance that promotes drying (e.g., calcium oxide absorbs water and is used to remove moisture)"
"dishwater","water in which dishes and cooking utensils are washed"
"driftwood","wood that is floating or that has been washed ashore"
"defoliant","a chemical that is sprayed on plants and causes their leaves to fall off"
"demantoid","a green andradite used as a gemstone"
"droppings","fecal matter of animals"
"diatomite","a light soil consisting of siliceous diatom remains and often used as a filtering material"
"dissolver","a liquid substance capable of dissolving other substances"
"digitalin","a powerful cardiac stimulant obtained from foxglove"
"dayspring","the first light of day"
"decennary","a period of 10 years"
"decennium","a period of 10 years"
"deathrate","the ratio of deaths in an area to the population of that area"
"disinfect","destroy microorganisms or pathogens by cleansing"
"disinvest","remove (someone's or one's own) clothes"
"disinvest","reduce or dispose of"
"disinvest","deprive of status or authority"
"disengage","become free"
"disengage","free or remove obstruction from"
"disengage","release from something that holds fast, connects, or entangles"
"dismantle","take off or remove"
"dismantle","take apart into its constituent pieces"
"dismantle","tear down so as to make flat with the ground"
"disforest","remove the trees from"
"decompose","separate (substances) into constituent elements or parts"
"decompose","break down"
"decompose","lose a stored charge, magnetic flux, or current"
"dehydrate","lose water or moisture"
"dehydrate","remove water from"
"dehydrate","preserve by removing all water and liquids from"
"disappear","become less intense and fade away gradually"
"disappear","get lost, as without warning or explanation"
"disappear","cease to exist"
"disappear","become invisible or unnoticeable"
"deoxidize","to remove oxygen from a compound, or cause to react with hydrogen or form a hydride, or to undergo an increase in the number of electrons"
"deoxidise","to remove oxygen from a compound, or cause to react with hydrogen or form a hydride, or to undergo an increase in the number of electrons"
"devastate","overwhelm or overpower"
"devastate","cause extensive destruction or ruin utterly"
"devaluate","to lose in value"
"devaluate","to remove the value from"
"discolour","change color, often in an undesired manner"
"dislocate","put out of its usual place, position, or relationship"
"dislocate","move out of position"
"diversify","vary in order to spread risk or to expand"
"diversify","spread into new habitats and produce variety or variegate"
"diversify","make (more) diverse"
"demulsify","break down into components"
"demulsify","cause to demulsify"
"denitrify","remove nitrogen from"
"devitrify","make (glassy materials) brittle or opaque"
"devitrify","become crystalline"
"disenable","make unable to perform a certain action"
"decalcify","remove calcium or lime from"
"decalcify","lose calcium or calcium compounds"
"demystify","make less mysterious or remove the mystery from"
"de-ionate","remove ions from"
"deaminate","remove the amino radical (usually by hydrolysis) from an amino compound"
"deaminize","remove the amino radical (usually by hydrolysis) from an amino compound"
"deaminise","remove the amino radical (usually by hydrolysis) from an amino compound"
"diabolize","turn into a devil or make devilish"
"diabolise","turn into a devil or make devilish"
"dissonate","cause to sound harsh and unpleasant"
"dissonate","be dissonant or harsh"
"diazotize","convert (an amine) into a diazo compound"
"diazotise","convert (an amine) into a diazo compound"
"dumbfound","be a mystery or bewildering to"
"determine","reach, make, or come to a decision about something"
"determine","fix conclusively or authoritatively"
"determine","fix in scope"
"determine","shape or influence"
"determine","settle conclusively"
"determine","establish after a calculation, investigation, experiment, survey, or study"
"determine","find out, learn, or determine with certainty, usually by making an inquiry or other effort"
"determine","decide upon or fix definitely"
"date-mark","mark with a date and place"
"designate","appointed but not yet installed in office"
"designate","design or destine"
"designate","decree or designate beforehand"
"designate","indicate a place, direction, person, or thing"
"designate","assign a name or title to"
"designate","give an assignment to (a person) to a post, or assign a task to (a person)"
"demarcate","set, mark, or draw the boundaries of something"
"demarcate","separate clearly, as if by boundaries"
"disparage","express a negative opinion of"
"denigrate","charge falsely or with malicious intent"
"denigrate","cause to seem less serious"
"dissemble","make believe with the intent to deceive"
"dissemble","behave unnaturally or affectedly"
"dissemble","hide under a false appearance"
"deprecate","belittle or make light of"
"deprecate","express strong disapproval of"
"desecrate","remove the consecration from a person or an object"
"desecrate","violate the sacred character of a place or language"
"disoblige","ignore someone's wishes"
"disoblige","to cause inconvenience or discomfort to"
"dogmatize","speak dogmatically"
"dogmatize","state as a dogma"
"dogmatise","speak dogmatically"
"dogmatise","state as a dogma"
"dramatize","add details to"
"dramatize","represent something in a dramatic manner"
"dramatize","put into dramatic form"
"dramatise","add details to"
"dramatise","represent something in a dramatic manner"
"dramatise","put into dramatic form"
"dry-nurse","take care of an infant without breastfeeding it"
"dive-bomb","bomb from a diving airplane"
"dissipate","spend frivolously and unwisely"
"dissipate","move away from each other"
"dissipate","to cause to separate and go in different directions"
"dissipate","live a life of pleasure, especially with respect to alcoholic consumption"
"drop-kick","drop and kick (a ball) as it touches the ground, as for a field goal"
"drop-kick","make the point after a touchdown with a dropkick"
"deplumate","strip of feathers"
"disburden","take the burden off"
"disfigure","mar or spoil the appearance of"
"decollate","cut the head of"
"dismember","separate the limbs from the body"
"dismember","divide into pieces"
"dropforge","forge with a dropforge"
"disaffect","arouse hostility or indifference in where there had formerly been love, affection, or friendliness"
"discomfit","cause to lose one's composure"
"displease","give displeasure to"
"disembark","go ashore"
"deodorize","eliminate the odor from"
"deodorise","eliminate the odor from"
"dulcorate","make sweeter in taste"
"de-access","dispose of by selling"
"disorient","cause to be lost or disoriented"
"disinfest","rid of vermin"
"disembody","free from a body or physical form or reality"
"de-aerate","remove air or gas from"
"defalcate","appropriate property entrusted to one's care fraudulently to one's own use"
"decontrol","relax or remove controls of"
"decertify","cause to be no longer approved or accepted"
"disaccord","be different from one another"
"evidently","unmistakably (`plain' is often used informally for `plainly')"
"extremely","to an extreme degree"
"extremely","to a high degree or extent"
"eternally","for a limitless time"
"elsewhere","in or to another place"
"expressly","with specific intentions"
"erstwhile","at a previous time"
"erstwhile","belonging to some prior time"
"earnestly","in a serious manner"
"excitedly","with excitement"
"enjoyably","in an enjoyable manner"
"endlessly","continuing forever without end"
"endlessly","with unflagging resolve"
"endlessly","all the time"
"endlessly","(spatial sense) without bounds"
"enviously","with jealousy"
"elegantly","in a gracefully elegant manner"
"elegantly","with elegance"
"eminently","in an eminent manner"
"emulously","in a competitively imitative manner"
"equitably","in an equitable manner"
"eruditely","with erudition"
"ethically","in an ethical manner"
"evasively","with evasion"
"excusably","in an excusable manner or to an excusable degree"
"eastwards","toward the east"
"extempore","without prior preparation"
"extempore","with little or no preparation or forethought"
"exuberant","produced or growing in extreme abundance"
"exuberant","unrestrained, especially with regard to feelings"
"exuberant","joyously unrestrained"
"effective","existing in fact"
"effective","able to accomplish a purpose"
"effective","exerting force or influence"
"effective","producing or capable of producing an intended result or having a striking effect"
"effective","works well as a means or remedy"
"effective","ready for service"
"essential","defining rights and duties as opposed to giving the rules by which rights and duties are established"
"essential","basic and fundamental"
"essential","of the greatest importance"
"essential","absolutely necessary"
"essential","being or relating to or containing the essence of a plant etc"
"essential","anything indispensable"
"enhancive","serving an aesthetic purpose in beautifying the body"
"enhancive","intensifying by augmentation and enhancement"
"emotional","excessively affected by emotion"
"emotional","of more than usual emotion"
"emotional","determined or actuated by emotion rather than reason"
"emotional","of or pertaining to emotion"
"enigmatic","resembling an oracle in obscurity of thought"
"enigmatic","not clear to the understanding"
"exanimate","deprived of life"
"enlivened","made lively or spirited"
"enlivened","made sprightly or cheerful"
"expectant","in an advanced stage of pregnancy"
"expectant","marked by eager anticipation"
"engrossed","giving or marked by complete attention to"
"engrossed","written formally in a large clear script, as a deed or other legal document"
"enwrapped","giving or marked by complete attention to"
"empowered","invested with legal power or official authority especially as symbolized by having a scepter"
"exquisite","of extreme beauty"
"exquisite","delicately beautiful"
"exquisite","lavishly elegant and refined"
"exquisite","intense or sharp"
"enchained","bound with chains"
"entangled","twisted together in a tangled mass"
"entangled","deeply involved especially in something complicated"
"effulgent","radiating or as if radiating light"
"euphonous","having a pleasant sound"
"estimable","may be computed or estimated"
"estimable","deserving of respect or high regard"
"estimable","deserving of esteem and respect"
"exergonic","(biochemistry) of a process accompanied by the release of energy"
"elaborate","developed or executed with care and in minute detail"
"elaborate","marked by complexity and richness of detail"
"elaborate","work out in detail"
"elaborate","make more complex, intricate, or richer"
"elaborate","add details, as to an account or idea"
"elaborate","produce from basic elements or sources"
"exchanged","changed for (replaced by) something different"
"earthlike","earth colored"
"earthlike","resembling or characteristic of earth"
"etiolated","(especially of plants) developed without chlorophyll by being deprived of light"
"eyes-only","official classification for documents"
"enkindled","set afire"
"explosive","serving to explode or characterized by explosion or sudden outburst"
"explosive","sudden and loud"
"explosive","liable to lead to sudden change or violence"
"explosive","a chemical substance that undergoes a rapid chemical change (with the production of gas) on being heated or struck"
"expansive","friendly and open and willing to talk"
"expansive","marked by exaggerated feelings of euphoria and delusions of grandeur"
"expansive","able or tending to expand or characterized by expansion"
"expansive","of behavior that is impressive and ambitious in scale or scope"
"efficient","able to accomplish a purpose"
"efficient","being effective without wasting time or effort or expense"
"extensive","broad in scope or content"
"extensive","large in spatial extent or range or scope or quantity"
"extensive","of agriculture"
"eccentric","not having a common center"
"eccentric","conspicuously or grossly unconventional or unusual"
"eccentric","a person with particular interests and/or mannerisms"
"eccentric","a person with an unusual or odd personality"
"equivocal","uncertain as a sign or indication"
"equivocal","open to two or more interpretations"
"equivocal","open to question"
"exclusive","not divided among or brought to bear on more than one object or objective"
"exclusive","excluding much or all"
